filename,url,local_path,bytes,md5,sha256,source_native,pixel_values_opened,endpoint_access
NGC4559-HR_mom0m.fits,https://zenodo.org/api/records/2552349/files/NGC4559-HR_mom0m.fits/content,data/external/literature/ngc4559_halogas_route/NGC4559-HR_mom0m.fits,4242240,ac8f435c2367e23801a88b5089464b48,8717c5da2882e2d03970d919cbac14a49efae0e761df4543b742159d1cebb17c,True,False,False
NGC4559-HR_mom1m.fits,https://zenodo.org/api/records/2552349/files/NGC4559-HR_mom1m.fits/content,data/external/literature/ngc4559_halogas_route/NGC4559-HR_mom1m.fits,4242240,46809fb342f4453dc1ab2ee5bf1d0812,e7b000adecc6a011c2e21b4afb0d8ac12c97d34b8df14ba67863bf6440613ce6,True,False,False
NGC4559-LR_mom0m.fits,https://zenodo.org/api/records/2552349/files/NGC4559-LR_mom0m.fits/content,data/external/literature/ngc4559_halogas_route/NGC4559-LR_mom0m.fits,4245120,7ab549b63b9c858aa5cdde82e3c1ae82,d94e95769bcae5c48407a5682c2201d08083bbde035d88ec195d3728d813fdb1,True,False,False
NGC4559-LR_mom1m.fits,https://zenodo.org/api/records/2552349/files/NGC4559-LR_mom1m.fits/content,data/external/literature/ngc4559_halogas_route/NGC4559-LR_mom1m.fits,4242240,e27de9b2c5320b05b9181bfea6c0a002,a0575280b71ab7f988ebeb9d2f3d749536449683e807233633818d27fcdaa3e2,True,False,False
