galaxy,split,formula_family,manifest_confidence,manifest_caveat,type_bin,inc_bin,inclination_deg,mean_gas,mean_bulge,max_bulge,mean_log_sbdisk,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,rotation_inferred_family,source_memory_proxy_flags,memory_history_proxy_class,proposed_readout_subfamily,subfamily_selection_reason,missing_for_acceptance,subfamily_status,uses_vobs_for_selection,endpoint_scores_computed,accepted_label,claim_boundary
IC2574,holdout,K_scale_tail_spiral,1.0,none,irregular_T_ge_9,inc_high_60_80,75.0,0.3765714028427711,0.0,0.0,0.5485328390367614,3.3045292014302743,1.94075,12.156162725540774,5.545,0.249457131279247,K_exponential_disk,gas_rich_late_or_irregular;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch,scale_tail_current_with_expdisk_readout_memory_candidate,K_disturbed_outer_tail,gas-rich diffuse/irregular source proxy suggests tail/history sensitivity,HI asymmetry maps; outer-tail transition radius; environment review,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
IC4202,holdout,K_compact_finite,1.0,none,mid_T_3_5,inc_edge_ge_80,90.0,0.0480021177055607,0.4202354154490455,0.9823511937853552,1.8322708789160744,7.6907032181168065,4.51675,26.52162742428701,18.328138036369936,0.1016009529675023,K_compact_finite,bulge_or_compact_core_memory,current_readout_consistent_no_memory_proxy_flag,K_true_compact,bulge/core support is high enough for compact-dominant proxy,compact support radius and bulge/core decomposition,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
NGC4013,holdout,K_compact_finite,1.0,none,mid_T_3_5,inc_edge_ge_80,89.0,0.0690537022061544,0.2209200424475875,0.319161575792811,1.018111304261489,10.864123957091774,6.380499999999999,32.08067765270643,22.25737237381952,0.1110741659927694,K_exponential_disk,bulge_or_compact_core_memory;rotation_current_proxy_mismatch,compact_proxy_with_alternate_readout_memory_candidate,K_true_compact,bulge/core support is high enough for compact-dominant proxy,compact support radius and bulge/core decomposition,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
NGC4088,holdout,K_thick_flared,0.9,vertical_geometry_proxy_only,mid_T_3_5,inc_high_60_80,69.0,0.0897143210371243,0.0,0.0,1.5593413672138234,6.752085816448153,3.9655,22.443531807938715,11.33,0.1203714444667059,K_exponential_disk,rotation_current_proxy_mismatch;vertical_geometry_proxy_only,thick_flared_proxy_with_alternate_readout_memory_candidate,K_warp_history_coupled,source-bound warp/history lane already exists for NGC4088,warp onset/asymmetry; HI disturbance; interaction/history; epsilon_cross bound,diagnostic_subfamily_not_accepted,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
NGC4183,holdout,K_exponential_disk,1.0,none,late_T_6_8,inc_edge_ge_80,82.0,0.3105049950741936,0.0,0.0,0.7379536594352742,6.239570917759238,3.6645,24.283407498229774,10.47,0.2197272477833871,K_thick_flared,edge_or_projection_caveat;low_surface_brightness_or_diffuse;rotation_current_proxy_mismatch;rotation_external_family_mismatch,expdisk_current_with_vertical_projection_memory_candidate,K_expdisk_overlay,"exponential disk has caveat, bulge/core/projection, or memory mismatch proxy",bar/core/projection/history overlay source review,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
NGC5907,holdout,K_thick_flared,0.9,vertical_geometry_proxy_only,mid_T_3_5,inc_edge_ge_80,88.0,0.1572305088081207,0.0,0.0,0.8223570578314573,16.495828367103694,9.688,54.28670575415636,27.68,0.1507537289636543,K_thick_flared,vertical_geometry_proxy_only,current_readout_consistent_no_memory_proxy_flag,K_projection_dominated,edge-on or projection-sensitive thick/flared morphology,projection/deprojection audit; dust lane review; velocity-field sanity check,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
NGC7331,holdout,K_thick_flared,0.9,vertical_geometry_proxy_only,mid_T_3_5,inc_high_60_80,75.0,0.0717586900579991,0.0696028829307637,0.2064409735332409,1.4992933896487588,10.494636471990464,6.163499999999999,37.612779018002975,18.83570676841075,0.1122914105260996,K_exponential_disk,bulge_or_compact_core_memory;rotation_current_proxy_mismatch;vertical_geometry_proxy_only,thick_flared_proxy_with_alternate_readout_memory_candidate,K_thick_regular,vertical proxy exists but no accepted flare/warp source,direct vertical scale or flare-gradient source,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
UGC05716,holdout,K_scale_tail_spiral,0.85,large_distance_error,irregular_T_ge_9,inc_mid_40_60,54.0,0.5919140777136948,0.0,0.0,-0.3065499209028079,4.001787842669845,2.35025,16.0309885706592,6.715,0.3463613349711626,K_scale_tail_spiral,distance_caveat;gas_rich_late_or_irregular;low_surface_brightness_or_diffuse,current_readout_consistent_no_memory_proxy_flag,K_disturbed_outer_tail,gas-rich diffuse/irregular source proxy suggests tail/history sensitivity,HI asymmetry maps; outer-tail transition radius; environment review,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
UGC12506,holdout,K_exponential_disk,1.0,none,late_T_6_8,inc_edge_ge_80,86.0,0.2228774584139502,0.0,0.0,1.3363116482200457,15.143027413587603,8.8935,55.56082207305669,25.41,0.1802948562862776,K_compact_finite,rotation_current_proxy_mismatch,generic_current_vs_rotation_readout_mismatch_candidate,K_expdisk_overlay,"exponential disk has caveat, bulge/core/projection, or memory mismatch proxy",bar/core/projection/history overlay source review,proxy_only,False,False,False,readout_subfamily_observable_intake_not_endpoint_not_accepted_label
