split,formula_family,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,median_matched_minus_wrong,median_matched_minus_tpg_v6,median_matched_minus_mond
holdout,K_compact_finite,7,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,-0.42752240325481594,-0.15255958522683244,-0.17907491462905867
holdout,K_exponential_disk,7,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.2857142857142857,-10.250982199342676,1.9380780872829515,4.337613266412358
holdout,K_scale_tail_spiral,20,1.0,0.35,0.4,0.4,-22.4516463697347,1.5064837122274466,0.22881341771808206
holdout,K_thick_flared,10,0.9,0.1,0.7,0.7,-4.5412083413797735,-0.48556605137773445,-2.628951370824204
train,K_compact_finite,22,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.36363636363636365,1.1343926264917057,1.1876179738581616,1.0965528851909134
train,K_exponential_disk,25,0.88,0.36,0.4,0.44,-9.883997440812626,1.3184705640535688,1.9933859909663054
train,K_scale_tail_spiral,60,1.0,0.45,0.43333333333333335,0.45,-23.919906994257104,0.673236972778616,0.35496329231212176
train,K_thick_flared,24,0.9166666666666666,0.125,0.5416666666666666,0.5833333333333334,-3.5959628381016957,-0.14830016198941698,-1.3588556982861748
