galaxy,proposed_readout_subfamily,n_literature_fields,n_accepted_literature_fields,n_gate_decisions,n_accepted_support_fields,n_review_required,n_blocked,accepted_subfamily_label_promoted,endpoint_scores_allowed,claim_boundary
NGC4088,K_warp_history_coupled,5,5,5,1,3,1,False,False,ngc4088_source_review_packet_not_endpoint
