harmonic,family_role,baseline_q_shape_proxy,source_q_min,source_q_max,source_sign_stable,source_phase_max_delta_deg,source_phase_stable,measurement_q_p025,measurement_q_median,measurement_q_p975,measurement_baseline_sign_probability,measurement_sign_stable_95,measurement_phase_p95_delta_deg,measurement_phase_stable,minimum_role_pixels_source_systematics,gaussian_beam_area_pixels,minimum_required_role_pixels,full_role_beam_support_gate,relative_role_algebraic_rank,relative_role_rank3_gate,passes_own_internal_gates,minimum_delta_uv_source_systematics,family_specificity_gate,survives_v07_selection
1,alternative_m1_control,-0.04341723285,-0.09796485696,0.01549751563,False,13.10717992,True,-0.126415474,-0.04617802081,0.07431785282,0.7734375,False,23.87330212,False,101,56.29920608,57,True,3,True,False,0.8474120896,False,False
2,target_m2,0.09129505312,0.04663450575,0.1016890116,True,5.443454353,True,0.0611525857,0.09172722618,0.1229437869,0.99609375,True,3.660778627,True,101,56.29920608,57,True,3,True,True,0.8083638328,True,True
