zone,error_floor_km_s,chi2,dof,max_absolute_z
0,0.0,7014.01598648918,5,68.74998324955067
0,1.0,82.2507748477703,5,7.1300798767208144
0,3.0,15.603654621523447,5,3.2867068520633524
0,5.0,6.016055616342321,5,2.0626053466340655
0,10.0,1.486608723991897,5,1.016476086470743
1,0.0,13849.741987939717,5,63.229469176698814
1,1.0,1066.8571526038172,5,22.94921005702813
1,3.0,127.50602851393602,5,9.756780980347765
1,5.0,46.395515758575165,5,6.0772619477138194
1,10.0,12.076913840152548,5,3.12509527734962
2,0.0,4009.794368962501,5,29.837263874394264
2,1.0,1351.5394913451971,5,22.881803008918677
2,3.0,264.8738440850646,5,10.11977615500086
2,5.0,96.70451041955305,5,6.462716667546631
2,10.0,23.20295197122122,5,3.223047522367215
3,0.0,14595.701125307607,5,39.50875380680477
3,1.0,1522.6138319408255,5,21.974409325763116
3,3.0,283.7984978023494,5,11.529053954211472
3,5.0,120.96296561979764,5,7.8516163337933635
3,10.0,34.833556215483185,5,4.222937623035218
4,0.0,1131.1115344459988,5,26.92450287371689
4,1.0,64.75354418672038,5,5.363162417283559
4,3.0,19.053150570650935,5,2.691438069862603
4,5.0,14.959095055647715,5,3.1065603576195695
4,10.0,6.7785203144843775,5,2.27596349371021
