radial_index,radius_lo_arcsec,radius_hi_arcsec,unmatched_primary_q_shape_proxy,matched_primary_q_shape_proxy,matched_minus_unmatched_q,beam_matching_changes_primary_sign,systematic_q_min,systematic_q_max,systematic_q_equal_weight_std,systematic_sign_stable,minimum_delta_uv,maximum_delta_uv,n_source_systematic_scenarios
0,5,15,0.35848583881,-0.0602914089201,-0.41877724773,True,-0.0637366927079,0.0422587993746,0.0344209774391,False,0.168432390984,0.793661720543,72
1,15,25,-0.149543326291,-0.0361366110701,0.113406715221,False,-0.0508549038378,0.0533664349229,0.0313791530092,False,0.653372017214,0.979794212367,72
2,25,35,0.335163541808,0.0347263203393,-0.300437221469,False,-0.00585576329959,0.112592316979,0.0321884063372,False,0.720921428673,0.985159470307,72
3,35,45,0.659140847972,0.0246084570953,-0.634532390877,False,-0.0149430719921,0.070867561833,0.0237935287569,False,0.857115769548,0.998681676344,72
4,45,55,-0.421177411031,-0.0399555235859,0.381221887445,False,-0.078752755656,0.0123654821866,0.02408441543,False,0.877249580764,0.998457110385,72
5,55,65,-0.256362741355,-0.0991162570479,0.157246484307,False,-0.144487563686,-0.0494710959054,0.0286627408853,True,0.657883971116,0.999220857769,72
