carrier_id,split,n_shuffles,seed,observed_mean_minus_wrong,null_mean_minus_wrong_mean,p_mean_minus_wrong_at_least_as_good,observed_beats_wrong_fraction,null_beats_wrong_fraction_mean,p_beats_wrong_fraction_at_least_as_good
tpg_v6,holdout,1000,31415,-17.683782764040107,-7.028363128101377,0.001998001998001998,0.8863636363636364,0.7732045454545455,0.005994005994005994
tpg_v6,train,1000,31415,-16.83760914102908,-5.568624908952715,0.000999000999000999,0.8702290076335878,0.7640916030534352,0.000999000999000999
newtonian_baryonic,holdout,1000,31415,-51.13107253157252,-17.508313852375913,0.000999000999000999,0.9545454545454546,0.7467272727272728,0.000999000999000999
newtonian_baryonic,train,1000,31415,-47.12133007314569,-13.440979100741838,0.000999000999000999,0.9083969465648855,0.706679389312977,0.000999000999000999
