star_scale,h2_scale,height_pc,radius_kpc,vobs_km_s,vobs_error_km_s,vbar_km_s,dark_discrepancy_ratio,delta_v2_km2_s2
1.0,1.3,300,8.097592902334375,176.49473898283327,0.7036771719934145,144.03448315539072,1.5015180991311825,10404.460550777912
1.0,1.3,300,9.050250890844302,183.97979871645208,0.8800818482819364,142.1919660427442,1.6741337839935433,13630.011128645303
1.0,1.3,300,10.002908879354228,196.99141192423437,2.466807083805094,137.80950839621772,2.0433192148948285,19814.155767496184
1.0,1.3,300,10.955566867864157,,,140.47528195852107,,
1.0,1.3,600,0.4763289942549633,54.52743543622388,4.677145178394439,49.468950326408006,1.2149677603545486,526.0641688549413
1.0,1.3,600,1.4289869827648898,109.28503789126859,2.0218333338728773,103.87523059534466,1.106872028354766,1153.1559756599818
1.0,1.3,600,2.381644971274816,141.5127105405909,0.8595435931450939,129.3177084698397,1.1974982808291648,3302.7775206546175
1.0,1.3,600,3.334302959784743,153.62964013002227,0.6701733598026943,139.08372810735187,1.2201054858876323,4257.782902240368
1.0,1.3,600,4.286960948294669,158.8047410177566,0.6636871568350399,142.21748586801846,1.2468693056906555,4993.1324830967205
1.0,1.3,600,5.239618936804596,163.05047281610953,0.5580974480626919,141.81622217390688,1.3218808191245175,6473.615813877957
1.0,1.3,600,6.1922769253145225,166.13549743976645,0.5385983182734696,138.8098375170972,1.4324661910931644,8332.83251803572
1.0,1.3,600,7.144934913824449,169.86579822664316,0.5657370151104272,142.02909313398348,1.430399206232637,8682.126110712896
1.0,1.3,600,8.097592902334375,176.49473898283327,0.7036771719934145,140.855852620472,1.5700509101985225,11310.021671178314
1.0,1.3,600,9.050250890844302,183.97979871645208,0.8800818482819364,139.38900715105947,1.7421407100845263,14419.271021188117
1.0,1.3,600,10.002908879354228,196.99141192423437,2.466807083805094,135.135086756286,2.1249970740378674,20544.12469927444
1.0,1.3,600,10.955566867864157,,,135.99485109830343,,
1.3,0.7,100,0.4763289942549633,54.52743543622388,4.677145178394439,64.94634587891645,0.7048889495049153,-1244.7866277722837
1.3,0.7,100,1.4289869827648898,109.28503789126859,2.0218333338728773,144.4464468203867,0.5724106267639057,-8921.556492138796
1.3,0.7,100,2.381644971274816,141.5127105405909,0.8595435931450939,159.0486843878963,0.791645480857129,-5270.63676097558
1.3,0.7,100,3.334302959784743,153.62964013002227,0.6701733598026943,162.64860464249608,0.8921735481818751,-2852.5022656708497
1.3,0.7,100,4.286960948294669,158.8047410177566,0.6636871568350399,162.82107012452758,0.9512742000750039,-1291.7551067795794
1.3,0.7,100,5.239618936804596,163.05047281610953,0.5580974480626919,157.9954802939923,1.0650127280820179,1622.8848922275647
1.3,0.7,100,6.1922769253145225,166.13549743976645,0.5385983182734696,154.2192637680865,1.1605066176317191,3817.422192388007
1.3,0.7,100,7.144934913824449,169.86579822664316,0.5657370151104272,157.83183348435227,1.158304344662559,3943.501746142345
1.3,0.7,100,8.097592902334375,176.49473898283327,0.7036771719934145,156.03784056050284,1.2793921033607363,6802.585201833539
1.3,0.7,100,9.050250890844302,183.97979871645208,0.8800818482819364,154.3687210541654,1.420435986949087,10018.864295847496
1.3,0.7,100,10.002908879354228,196.99141192423437,2.466807083805094,149.83234389361346,1.7285559409906244,16355.885095249341
1.3,0.7,100,10.955566867864157,,,154.50493928974385,,
1.3,0.7,300,0.4763289942549633,54.52743543622388,4.677145178394439,59.65432150709369,0.8354997482268431,-585.3968592201368
1.3,0.7,300,1.4289869827648898,109.28503789126859,2.0218333338728773,130.41809281227495,0.7021755845337259,-5065.659425895152
1.3,0.7,300,2.381644971274816,141.5127105405909,0.8595435931450939,151.068734214913,0.8774890757020776,-2795.9152127509624
1.3,0.7,300,3.334302959784743,153.62964013002227,0.6701733598026943,157.23962573898476,0.9546100969297521,-1122.233576055849
1.3,0.7,300,4.286960948294669,158.8047410177566,0.6636871568350399,158.51912960608198,1.0036067408668978,90.63131864693423
1.3,0.7,300,5.239618936804596,163.05047281610953,0.5580974480626919,155.49017457338354,1.0996088403791426,2408.262296695586
1.3,0.7,300,6.1922769253145225,166.13549743976645,0.5385983182734696,151.8763580278632,1.1965876709053322,4534.575381750958
1.3,0.7,300,7.144934913824449,169.86579822664316,0.5657370151104272,155.52467358850274,1.1929254157600713,4666.465312364326
1.3,0.7,300,8.097592902334375,176.49473898283327,0.7036771719934145,154.09302952193386,1.311890361724328,7405.731141370863
