digitization_protocol_decision,n_rows,n_blocked_rows,n_missing_required_fields_total,accepted_x_w_available,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
READY_FOR_XW_CONVERSION_AUDIT,1,0,0,True,False,False,s4g75_ngc4088_channel_map_digitization_protocol_not_endpoint
