galaxy,split,component_family,intake_weight,component_evidence_status,evidence_gate,orientation_sign,orientation_sign_proof_status,evidence_gate_proof_status,closure_fraction_c,source_vn2_median,kernel_scale,signed_source_strength_v2,beta_source_normalized,uses_vobs_or_residual,claim_boundary
UGC11914,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.14770954876957534,53952.671319999994,0.39462657494534403,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGC11914,holdout,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.14770954876957534,53952.671319999994,0.37067103575444205,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12506,holdout,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6494462992876708,13597.916300000006,0.022182786157941437,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12506,holdout,K_scale_tail_spiral,0.6701834663540823,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6494462992876708,13597.916300000006,0.5192665443690097,5918.468213501077,11397.746066411702,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12506,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6494462992876708,13597.916300000006,2.6760488495448196,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGC12506,holdout,K_thick_flared,0.3298165336459177,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.6494462992876708,13597.916300000006,2.4204640586171347,-1019.4268719450985,-421.1700100713414,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA444,holdout,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7762166930576874,228.72052499999998,0.42722922200893654,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA444,holdout,K_scale_tail_spiral,0.2777777777777778,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7762166930576874,228.72052499999998,0.5355320844784971,49.31574709719947,92.08738099272485,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA444,holdout,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7762166930576874,228.72052499999998,0.14436829206667118,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
UGCA444,holdout,K_thick_flared,0.7222222222222222,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.7762166930576874,228.72052499999998,0.10835997531744557,-44.87732985845152,-414.1504252560164,False,tau_side_source_normalization_formula_conditional_not_validation
D512-2,train,K_compact_finite,0.25,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058147729986257,265.25845000000004,0.263881636205396,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D512-2,train,K_scale_tail_spiral,0.25,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058147729986257,265.25845000000004,0.48503709677830753,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D512-2,train,K_exponential_disk,0.25,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058147729986257,265.25845000000004,0.25515456760701005,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D512-2,train,K_thick_flared,0.25,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058147729986257,265.25845000000004,0.22740058063146484,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D564-8,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.84934358062957,80.16624999999999,0.35817894951140067,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D564-8,train,K_scale_tail_spiral,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.84934358062957,80.16624999999999,0.512791313786639,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D564-8,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.84934358062957,80.16624999999999,0.19038193508888962,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D564-8,train,K_thick_flared,1.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.84934358062957,80.16624999999999,0.15430423519061037,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D631-7,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8146240366090199,483.0114500000001,0.1536752322229718,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D631-7,train,K_scale_tail_spiral,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8146240366090199,483.0114500000001,0.5307304976568072,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D631-7,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8146240366090199,483.0114500000001,0.40392808607998787,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
D631-7,train,K_thick_flared,1.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8146240366090199,483.0114500000001,0.31326335677388784,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO064,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7610419468586817,295.16204999999997,0.4312347813156378,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO064,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7610419468586817,295.16204999999997,0.5244473225545236,224.6307011707995,428.3189016518356,False,tau_side_source_normalization_formula_conditional_not_validation
DDO064,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7610419468586817,295.16204999999997,0.1443020052600078,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO064,train,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7610419468586817,295.16204999999997,0.1279626594404455,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO154,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8268641492182972,278.229375,0.18430606310613212,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO154,train,K_scale_tail_spiral,0.3560829426330869,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.8268641492182972,278.229375,0.529086233675208,81.91969238671201,154.8324019275095,False,tau_side_source_normalization_formula_conditional_not_validation
DDO154,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8268641492182972,278.229375,0.3423157406372509,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO154,train,K_thick_flared,0.6439170573669131,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.8268641492182972,278.229375,0.26162021217514175,-51.84837107107054,-198.18182486741745,False,tau_side_source_normalization_formula_conditional_not_validation
DDO161,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7793038285969073,1014.1714000000001,0.08375209380234507,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO161,train,K_scale_tail_spiral,0.4248958645839791,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7793038285969073,1014.1714000000001,0.5389194475734702,335.81545013938995,623.1273553987095,False,tau_side_source_normalization_formula_conditional_not_validation
DDO161,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7793038285969073,1014.1714000000001,0.6371705207375404,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO161,train,K_thick_flared,0.5751041354160208,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.7793038285969073,1014.1714000000001,0.51733897177734,-159.0862716569334,-307.508771493448,False,tau_side_source_normalization_formula_conditional_not_validation
DDO168,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7373361472119698,638.8660500000001,0.25613011278884146,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO168,train,K_scale_tail_spiral,0.3490747348040526,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7373361472119698,638.8660500000001,0.528328514601909,164.4348066345895,311.23591116123976,False,tau_side_source_normalization_formula_conditional_not_validation
DDO168,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7373361472119698,638.8660500000001,0.2416803539528649,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO168,train,K_thick_flared,0.6509252651959474,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.7373361472119698,638.8660500000001,0.18278634882624908,-107.31847883992907,-587.125239543696,False,tau_side_source_normalization_formula_conditional_not_validation
DDO170,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8072359558034639,761.0283,0.08671955211373292,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO170,train,K_scale_tail_spiral,0.4355424063669698,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.8072359558034639,761.0283,0.5221558043389404,267.5665082894852,512.4265708933941,False,tau_side_source_normalization_formula_conditional_not_validation
DDO170,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8072359558034639,761.0283,0.7628624201003793,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
DDO170,train,K_thick_flared,0.5644575936330303,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.8072359558034639,761.0283,0.5839930583545712,-121.36701459907499,-207.82270073728694,False,tau_side_source_normalization_formula_conditional_not_validation
ESO079-G014,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6294524368117963,4730.706450000001,0.07485029940119761,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO079-G014,train,K_scale_tail_spiral,0.6615536625449314,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6294524368117963,4730.706450000001,0.5348591840812291,1969.9445297936206,3683.1087292210445,False,tau_side_source_normalization_formula_conditional_not_validation
ESO079-G014,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6294524368117963,4730.706450000001,0.5864173085338228,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO079-G014,train,K_thick_flared,0.3384463374550686,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.6294524368117963,4730.706450000001,0.548043209657243,-352.73356055005667,-643.6236310101592,False,tau_side_source_normalization_formula_conditional_not_validation
ESO444-G084,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.842443455382575,352.11254999999994,0.2806362031663777,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO444-G084,train,K_scale_tail_spiral,0.3125,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.842443455382575,352.11254999999994,0.5455323001771748,92.69841040799054,169.9228631886407,False,tau_side_source_normalization_formula_conditional_not_validation
ESO444-G084,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.842443455382575,352.11254999999994,0.17063472468751098,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO444-G084,train,K_thick_flared,0.6875,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.842443455382575,352.11254999999994,0.14111615888067225,-71.37777601415269,-505.80866557252097,False,tau_side_source_normalization_formula_conditional_not_validation
ESO563-G021,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.4828025704789825,27471.3291,0.02653023696505523,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO563-G021,train,K_scale_tail_spiral,0.7336843451204008,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.4828025704789825,27471.3291,0.5277652563332176,9731.022972368908,18438.16517968168,False,tau_side_source_normalization_formula_conditional_not_validation
ESO563-G021,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.4828025704789825,27471.3291,1.6948247654118482,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
ESO563-G021,train,K_thick_flared,0.2663156548795991,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.4828025704789825,27471.3291,1.5928570783505964,-1236.271866054807,-776.1348352326542,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V1,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058807427384159,513.722975,0.13986827938737306,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V1,train,K_scale_tail_spiral,0.4477068535030429,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.8058807427384159,513.722975,0.510331343687012,185.35039230005742,363.19617556889364,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V1,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8058807427384159,513.722975,0.48921985549774993,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V1,train,K_thick_flared,0.5522931464969572,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.8058807427384159,513.722975,0.4040187529662129,-80.02717112415596,-198.0778628135819,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V2,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7347168085693847,1035.1729249999999,0.09687140543755852,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V2,train,K_scale_tail_spiral,0.579771218645038,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7347168085693847,1035.1729249999999,0.5169403386090984,440.95018800199216,853.000153148101,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V2,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7347168085693847,1035.1729249999999,0.27561075544812313,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F563-V2,train,K_thick_flared,0.420228781354962,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.7347168085693847,1035.1729249999999,0.24936356855337855,-111.86306592000494,-448.59426165959616,False,tau_side_source_normalization_formula_conditional_not_validation
F565-V2,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8126980271342138,501.82244999999995,0.11363636363636363,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F565-V2,train,K_scale_tail_spiral,0.4142386271117175,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.8126980271342138,501.82244999999995,0.522618975143384,168.9389869683108,323.2545984805876,False,tau_side_source_normalization_formula_conditional_not_validation
F565-V2,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8126980271342138,501.82244999999995,0.5432494042201891,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F565-V2,train,K_thick_flared,0.5857613728882824,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.8126980271342138,501.82244999999995,0.42957802388492317,-83.61189484142137,-194.63727237550592,False,tau_side_source_normalization_formula_conditional_not_validation
F567-2,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8165206177707411,535.8094,0.10427528675703858,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F567-2,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.8165206177707411,535.8094,0.49304735016293894,437.49942229537015,887.3375389823884,False,tau_side_source_normalization_formula_conditional_not_validation
F567-2,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8165206177707411,535.8094,0.6328077102079483,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F567-2,train,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.8165206177707411,535.8094,0.5888178302696865,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-3,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7525829951433824,1158.97325,0.08066201727971284,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-3,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7525829951433824,1158.97325,0.5516372827788827,872.2235597760601,1581.1541152226303,False,tau_side_source_normalization_formula_conditional_not_validation
F568-3,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7525829951433824,1158.97325,0.41670602284118347,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-3,train,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7525829951433824,1158.97325,0.3762099222328024,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-V1,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7676269377970986,1157.4243000000001,0.09141608273304797,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-V1,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7676269377970986,1157.4243000000001,0.545125986602837,888.4700711409505,1629.8435462190946,False,tau_side_source_normalization_formula_conditional_not_validation
F568-V1,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7676269377970986,1157.4243000000001,0.5896979292002535,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F568-V1,train,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7676269377970986,1157.4243000000001,0.5305374240164289,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F571-8,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6512968788836991,3678.51695,0.10718113612004287,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F571-8,train,K_scale_tail_spiral,0.6763846400092621,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.6512968788836991,3678.51695,0.545165288255,1620.486790392177,2972.468763701253,False,tau_side_source_normalization_formula_conditional_not_validation
F571-8,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.6512968788836991,3678.51695,0.45310432887400565,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F571-8,train,K_thick_flared,0.3236153599907378,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.6512968788836991,3678.51695,0.42064687471693596,-271.3619363222625,-645.1062699678178,False,tau_side_source_normalization_formula_conditional_not_validation
F571-V1,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.786008144051451,1182.6881999999998,0.07358351729212656,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F571-V1,train,K_scale_tail_spiral,0.4873269097439666,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.786008144051451,1182.6881999999998,0.5189515418066994,453.020341428743,872.9530696673127,False,tau_side_source_normalization_formula_conditional_not_validation
F571-V1,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.786008144051451,1182.6881999999998,0.8408112057962228,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F571-V1,train,K_thick_flared,0.5126730902560334,PROXY_OR_PARTIAL_SOURCE_ONLY,0.35,-1.0,THEORY_CONDITIONAL,DERIVED_COARSE_GRID_PROXY_ADMISSION_PRODUCT,0.786008144051451,1182.6881999999998,0.6861493126739762,-166.80377547568284,-243.10127897036844,False,tau_side_source_normalization_formula_conditional_not_validation
F574-1,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7647346111361898,1346.1475750000002,0.0887120843216412,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F574-1,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7647346111361898,1346.1475750000002,0.5124805810785638,1029.44564229955,2008.750536718844,False,tau_side_source_normalization_formula_conditional_not_validation
F574-1,train,K_exponential_disk,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7647346111361898,1346.1475750000002,0.6913522549513396,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F574-1,train,K_thick_flared,0.0,MISSING_SOURCE_SUPPORT,0.0,-1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7647346111361898,1346.1475750000002,0.6349604062032967,-0.0,-0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F574-2,train,K_compact_finite,0.0,MISSING_SOURCE_SUPPORT,0.0,1.0,THEORY_CONDITIONAL,DERIVED_FROM_GATE_DEFINITION,0.7984611716106577,821.3600000000001,0.09233610341643582,0.0,0.0,False,tau_side_source_normalization_formula_conditional_not_validation
F574-2,train,K_scale_tail_spiral,1.0,SOURCE_CANDIDATE_HI_TAIL_READY,1.0,1.0,THEORY_CONDITIONAL,DEFINITION_DEPENDENT,0.7984611716106577,821.3600000000001,0.4984135734597721,655.8240679141298,1315.8230490427497,False,tau_side_source_normalization_formula_conditional_not_validation
