galaxy,n_points,rmse_newton,rmse_tpg_v6,rmse_mond,rmse_generic_promoted_thick_flared,rmse_projection_accepted,projection_minus_tpg_v6,projection_minus_mond,projection_minus_generic_promoted,formula_id,gamma_projection,endpoint_scores_allowed,accepted_endpoint_status,claim_boundary
NGC5907,19,86.48374825501512,16.785509985459306,18.59536481497724,17.02530066461074,15.495197149438468,-1.2903128360208385,-3.1001676655387733,-1.5301035151722715,NGC5907_PROJECTION_ATTENUATION_V1,0.0683861377937124,True,ACCEPTED_ENDPOINT_PRELIMINARY_CONTROL_RESULT,ngc5907_projection_accepted_endpoint_preliminary_control
