galaxy,model_id,rmse_km_s,mae_km_s,bias_km_s,within_err_fraction,claim_boundary,construction_used_vobs,diagnostic_scoring_used_vobs,endpoint_scores_allowed
NGC7331,SPLIT_B2_UNIT_LOAD_DIAGNOSTIC,21.733421275053413,19.03918119013916,-2.2536220372515268,0.1111111111111111,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
NGC7331,EXPONENTIAL_DISK_CARRIER,23.472976891253797,19.563153539286652,19.19144594946611,0.16666666666666666,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
NGC7331,TPG_V6_v_v6,25.485065060071012,22.215153144061194,22.205582206645715,0.08333333333333333,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
NGC7331,MOND_v_mond,29.311675230419702,26.45195397689002,26.45195397689002,0.05555555555555555,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
NGC7331,FAILED_EXACT_B2_CROSS_CAVEATED_UPPER,54.81190995507311,48.265591394380586,-38.855740879665305,0.027777777777777776,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
NGC7331,NEWTONIAN_vn,59.354351789327744,51.459217399881524,-42.04936688516623,0.027777777777777776,ngc7331_b2_split_unit_load_diagnostic_comparison_not_endpoint,False,True,False
