split,n_galaxies,median_rmse_tau_source_normalized_l2,beats_old_l2_intake_fraction,beats_tpg_v6_fraction,beats_mond_fraction,median_source_norm_minus_old_l2_intake,median_source_norm_minus_tpg_v6,median_source_norm_minus_mond,claim_boundary
holdout,44,14.110187338257681,0.5681818181818182,0.45454545454545453,0.5454545454545454,-0.23628284957091283,0.06637340520848012,-0.25147981898558935,tau_side_evidence_measure_l2_endpoint_preflight_not_validation
train,131,11.790114634376593,0.549618320610687,0.4580152671755725,0.48854961832061067,-0.15971387573850038,0.22037173604822158,0.11476583432635312,tau_side_evidence_measure_l2_endpoint_preflight_not_validation
