narrow_dry_run_lane,amplitude_policy,n_galaxies,mean_rmse_tau,mean_rmse_tpg_v6,mean_rmse_mond,median_tau_minus_tpg_v6,median_tau_minus_mond,beats_tpg_v6_fraction,beats_mond_fraction,claim_boundary
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,frozen_global_train_beta,7,8.854211096310156,9.008999864267581,11.200168489319273,-0.23663795662571374,-3.2946095028847893,0.5714285714285714,0.7142857142857143,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,shrink_global_to_all13_0_25,7,8.851579763680194,9.008999864267581,11.200168489319273,-0.18649795217638498,-3.421145055656673,0.5714285714285714,0.8571428571428571,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,shrink_global_to_all13_0_50,7,8.888412109327225,9.008999864267581,11.200168489319273,-0.11677147375840402,-3.4877405998350746,0.7142857142857143,0.8571428571428571,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,pool_fit_beta_all13,7,9.119403932434675,9.008999864267581,11.200168489319273,0.07717882376765406,-2.9063374041763375,0.2857142857142857,0.8571428571428571,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,pool_fit_beta_strict6,7,13.267357968074789,9.008999864267581,11.200168489319273,3.589803681845014,2.320378892973171,0.0,0.42857142857142855,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,leave_one_galaxy_out_beta_all13,7,9.313680153993245,9.008999864267581,11.200168489319273,0.07587126273194311,-2.465322408165111,0.2857142857142857,0.8571428571428571,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,frozen_global_train_beta,6,9.014797448531171,8.558661162885608,6.954746714231061,0.5170424681910073,2.4479049324705,0.16666666666666666,0.3333333333333333,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,shrink_global_to_all13_0_25,6,8.856639156890958,8.558661162885608,6.954746714231061,0.35566917901746153,2.180107858355988,0.16666666666666666,0.3333333333333333,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,shrink_global_to_all13_0_50,6,8.715033613499925,8.558661162885608,6.954746714231061,0.19777335508541505,1.8394067019516331,0.16666666666666666,0.3333333333333333,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,pool_fit_beta_all13,6,8.48501837017574,8.558661162885608,6.954746714231061,-0.10413605155558026,1.2499749716233,0.6666666666666666,0.3333333333333333,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,pool_fit_beta_strict6,6,8.59881741978909,8.558661162885608,6.954746714231061,0.3660446454929054,1.660568948047994,0.5,0.16666666666666666,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
STRICT_NARROW_DRY_RUN_READY_CANDIDATE,leave_one_galaxy_out_beta_all13,6,8.73993292982148,8.558661162885608,6.954746714231061,-0.005777848728334867,1.7624461567943528,0.5,0.3333333333333333,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,frozen_global_train_beta,13,8.928327874258319,8.801151232860516,9.240743054663177,0.08302907340214549,-0.25565194584695394,0.38461538461538464,0.5384615384615384,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,shrink_global_to_all13_0_25,13,8.85391486823901,8.801151232860516,9.240743054663177,0.05620879910480259,-0.29653648245252473,0.38461538461538464,0.6153846153846154,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,shrink_global_to_all13_0_50,13,8.808391265099239,8.801151232860516,9.240743054663177,0.01184322441409158,-0.7626333016740263,0.46153846153846156,0.6153846153846154,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,pool_fit_beta_all13,13,8.826610596007473,8.801151232860516,9.240743054663177,0.003912743261314411,-0.3305781946133868,0.46153846153846156,0.6153846153846154,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,pool_fit_beta_strict6,13,11.112646945789082,8.801151232860516,9.240743054663177,2.17651663841726,1.850448501987584,0.23076923076923078,0.3076923076923077,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
ALL_13_AUDITED_EXPONENTIAL_DISK_SUPPORT,leave_one_galaxy_out_beta_all13,13,9.048873742837044,8.801151232860516,9.240743054663177,0.05792267287733832,-0.33082512779440876,0.38461538461538464,0.6153846153846154,narrow_dry_run_diagnostic_not_frozen_endpoint_not_validation
