galaxy,r,velocity_km_s,velocity_error_km_s,v_gas_km_s,v_star_km_s,v_baryon_newton_km_s,figure_file,coordinate_calibration_uses_published_vobs,prospective_name_freeze,inclination_deg,gas_mass_1e7_msun,stellar_mass_kin_1e7_msun,r_median,r_max,gas_fraction,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,kernel_K_exponential_disk,kernel_K_compact_finite,kernel_K_scale_tail_spiral,kernel_K_thick_flared,v_newton,v_tpg_v6,v_mond,v_K_compact_finite,v_K_scale_tail_spiral,v_K_exponential_disk,v_K_thick_flared
CVnIdwA,2.039998975577,26.45000947224,2.710001419932,8.634077650804732,2.2366206019256354,8.919067697752045,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.47442771084337354,0.1583583092921361,0.4901963245923478,0.6064575758163253,0.1241405577314725,8.919067697752045,23.573101686186515,28.56520043455365,147.6486429645675,25.10434413611385,21.53009271099723,22.52412916105243
CVnIdwA,2.2200009642299996,25.919996473674,1.979994282222,8.424523100102565,2.5188068584383556,8.793007304345757,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.47442771084337354,0.15517341935059062,0.4504502548028608,0.6153526040937427,0.12420144081933221,8.793007304345757,23.594183298554523,28.927813758605378,141.69889359333942,25.145888427696,21.596122160216247,22.545665702032306
CVnIdwA,2.409999136282,23.810001246036,2.480003404944,8.423446012389542,2.589600781192633,8.812518081093211,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.47442771084337354,0.15069314092771222,0.41493790804536934,0.6213023505666713,0.1230508680105047,8.812518081093211,23.890784978427227,29.533310030886692,136.21161690819892,25.43877125061431,21.97916326600788,22.86568017314986
CVnIdwA,2.589998687436,23.580003231048,2.0599966928519997,8.215066005567603,2.7979807880145726,8.678479473152604,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.47442771084337354,0.1457253933410303,0.3861005817690054,0.6242890998618035,0.12107201275054141,8.678479473152604,23.845587079084698,29.80562404111133,131.53583985089085,25.40355461183372,21.9958334462531,22.835335376337365
DDO_126,0.130000595186,3.2100101536650003,2.9199991108400005,1.4298671782124743,0.7189219427876298,1.6004277263128266,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.008977296993825832,0.002112514826393496,0.011361484929130283,0.0031049197382983207,1.6004277263128266,4.620279433747736,6.034697429661245,10.625462460337237,4.76900105141105,4.015374565889075,4.4874899721592145
DDO_126,0.270001463543,7.119993591480001,1.7899814331000004,2.8065876959574014,1.4072571931129954,3.139634899581119,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.027831247154962848,0.009112579303968919,0.0456023807579142,0.011667387740851189,3.139634899581119,8.371782023552198,10.213874440848796,21.564167416185224,8.700087220483821,7.341128352728184,8.095807587984401
DDO_126,0.3999991026919999,8.66999523971,1.480004319815,3.698576898425984,2.099490327047226,4.2529202563574175,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.048668609704798506,0.01999986750353348,0.0912505588858859,0.022675748054496857,4.2529202563574175,11.01631078188207,13.151746427337415,31.434466690681077,11.514091313689105,9.645703609627168,10.60785263134018
DDO_126,0.5299996978779999,12.5499908779,2.6299880680150003,3.731288524518859,2.8180757417783653,4.675902580209067,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.07046399513571955,0.035112384887945186,0.14337690454275948,0.03541398778691997,4.675902580209067,12.264675135193995,14.777103173157004,40.891862860246896,12.963181178585504,10.460418544090656,11.688795604606854
DDO_126,0.6700005662349999,12.110002143015,2.9600086396300003,5.206342649453125,3.3097937948192513,6.169338598888751,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.09359978810101148,0.05611247485895596,0.20071511178732554,0.05008921675885729,6.169338598888751,15.480528581818023,18.08050331964751,51.68639867754427,16.257790633485726,13.608177980108012,14.836988096344069
DDO_126,0.800001161421,14.36001576933,3.039989003275,7.475321175523924,3.804124915648347,8.387597573268101,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.11399419564609244,0.08000006122003579,0.2517092135552443,0.06395186288105709,8.387597573268101,19.752129870651533,22.204448512978715,62.10667136476722,20.52030899123938,17.994865641169966,19.11115807844729
DDO_126,0.92999880057,16.760007087705002,2.6900023612000004,8.524938544044376,4.217388891730836,9.511095953875564,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.13290052445809597,0.10811198995656385,0.2988985607747763,0.07758636327377741,9.511095953875564,22.061022051890788,24.600673275271905,71.91740257623137,22.878482706311168,20.232546825680313,21.36510161743069
DDO_126,1.059999395756,19.450009448905,3.120008060855,8.92061384840055,4.514170527379983,9.997754096923057,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.15008503867621092,0.1404495395517808,0.34165287905863523,0.09068302379795566,9.997754096923057,23.298721027632435,26.044656519154078,81.42308744797766,24.183081262424732,21.342405153358325,22.527936353839397
DDO_126,1.200000264113,19.98998331183,3.0599937676700004,9.215883951005182,4.71106693897198,10.35020138460454,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.16654294708621972,0.1799996943401081,0.38269186815869977,0.1039405496542487,10.35020138460454,24.31917706161311,27.305127044028257,91.60982557542708,25.267712762295005,22.237662396891984,23.472023131143285
DDO_126,1.330000859299,22.550012745365,2.6799806320350004,10.328206874217392,4.916917488294334,11.438878215250218,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.17990107178869996,0.2211123129119931,0.4163918625939679,0.11531671658801959,11.438878215250218,26.486919470304038,29.509766588805984,101.41133414027247,27.43599374846446,24.431030974431355,25.62497222136121
DDO_126,1.460001454485,23.889983714415003,2.7899874892400005,10.921770145515683,5.11475514047242,12.060090516180496,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.19144438792956428,0.2664499611366651,0.4461989253021959,0.12570995394798812,12.060090516180496,27.872449018024675,31.023111631815805,111.0155221774135,28.839447223174588,25.79680038371621,26.979758722853802
DDO_126,1.599999366805,25.8699910623,2.51998121081,10.831341596258776,5.217556484999232,12.022514564308215,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.20193285902782462,0.3199990624672473,0.4743849587834997,0.13575737274584557,12.022514564308215,28.198346612034836,31.630212813156565,121.09278872769248,29.21388834197997,26.031618651892845,27.244579059785227
DDO_126,1.7299999619909998,27.629984695775,1.6600085054350002,11.225959450823153,5.316475184777168,12.42123480101222,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.20997477287020275,0.3741116835971504,0.4973168174405122,0.14401786528161115,12.42123480101222,29.189697478631444,32.776305744079714,130.63506924958324,30.218560701104295,27.015872975130993,28.212429560356444
DDO_126,1.860000557177,29.679989372075003,1.930014783865,11.42379710300124,5.415419168248229,12.64238525826396,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.21649880413205458,0.43244933437984073,0.5174777421484634,0.15126438053407132,12.64238525826396,29.874616911169902,33.647251949572556,140.1222634137455,30.920763187006326,27.68601555368214,28.87166162590519
DDO_126,2.0000014255339997,30.720004957005003,2.120002004715,11.640566621961826,5.617922437054742,12.92531793764064,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22196606590318585,0.4999996436167541,0.5364430946695062,0.15797338780952397,12.92531793764064,30.671962841678734,34.62607327846626,150.36642656144082,31.728553562485388,28.48878221045898,29.65191644053876
DDO_126,2.1299990646829996,33.369997789415,2.390008283145,12.62895172914485,5.71658771863562,13.862532125190056,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22572652328812254,0.46948377423293686,0.5517916586801493,0.16323470665338682,13.862532125190056,32.52037619207654,36.48208451958272,146.30226324907633,33.546879097907606,30.43399617912087,31.527644124545205
DDO_126,2.259999659869,34.76000001642,2.92998214607,13.321433826532193,5.71658771863562,14.496205515221275,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22834431474766187,0.44247794269932084,0.5652073975659099,0.16761770181239072,14.496205515221275,33.85337180178379,37.885621254734424,142.556770317985,34.864277993051005,31.830500876897627,32.87492984248323
DDO_126,2.390000255055,34.23999222395501,2.5599907396,14.551982917739066,5.718425983658937,15.63523592942413,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2299369873577124,0.41840999718930466,0.5768978371034319,0.17118121724530302,15.63523592942413,35.990453577413746,39.97691157972662,139.38659642632913,36.96236823646277,34.081021127225995,35.05188914121434
DDO_126,2.5300011234119997,36.63998354233001,2.9499869104650003,15.73195595268115,5.8167617534421625,16.77286962309692,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.23063428504918887,0.3952567414876813,0.5877685019776304,0.174170662839003,16.77286962309692,38.118813846591664,42.07347670682438,136.3192004385241,39.05488382404106,36.3158570707557,37.21829813355031
DDO_126,2.660001718598,36.740007364305,3.3399830813300007,16.523304465033856,5.915680317486252,17.550352248969308,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.23044892225742616,0.3759396067334375,0.5964369618702403,0.176225051535763,17.550352248969308,39.637386227840985,43.61857842365393,133.65562063072917,40.55154460446516,37.90814889183761,38.76183582693529
DDO_126,2.789999357747,37.97001017008501,3.23001491806,17.038529210237606,6.117177650716474,18.103351625004283,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22956237026385043,0.35842302157643763,0.6038756629192813,0.17764630118923425,18.103351625004283,40.79578306469359,44.84625331942859,131.14058824062826,41.6955100216308,39.12438053277858,39.93870110727435
DDO_126,2.9300002261039997,38.740019476585005,3.1400128252500004,17.333530392491703,6.117177650716474,18.381271399929297,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2279273895170386,0.34129690199024076,0.6106545625241337,0.17853650087654788,18.381271399929297,41.54070271516809,45.72703732676821,128.51834739468748,42.434452820976,39.91243650900187,40.69505087056591
DDO_126,3.0600008212899996,38.50998403301,2.87998958205,17.728927400966377,6.018484352082537,18.722633914195907,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22586613583695506,0.32679729791001544,0.6159210923621155,0.17882921887776976,18.722633914195907,42.35538121070105,46.64652012928943,126.32070759841659,43.2397780652358,40.774383317165274,41.52495011987653
DDO_126,3.190001416476,37.619984834075005,2.4899934111850004,17.627720664363384,5.91550748645047,18.593809847448572,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.22335967206454838,0.313479484628161,0.6202960780501484,0.17866231430444032,18.593809847448572,42.42404669650004,46.91561236117601,124.03857054534284,43.31324898383848,40.863556229054176,41.59576799455105
DDO_126,3.329999328796,37.67001609203,2.7899874892400005,17.13606361083095,5.8171760757439825,18.09652490315897,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2202412026882085,0.30030036082967065,0.6241100002734584,0.17802766738955156,18.09652490315897,41.90528055611007,46.68918345186774,121.53458268263911,42.81073568548086,40.34721324663792,41.06954979713005
DDO_126,3.4599999239819996,37.100015735545,2.359981789585,17.133859240390205,5.718293990038224,18.062890649782833,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2170219217849662,0.2890173473903239,0.6268993136806075,0.1770654742753157,18.062890649782833,42.09369151781953,47.05476793869832,119.57211597887695,42.99916556168572,40.565961017107,41.26631843556627
DDO_126,3.5900005191679996,37.349978555645,2.219987132755,17.33044026742997,5.71658771863562,18.248932434742965,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2135479516957201,0.2785514917506906,0.6290340769255438,0.1757899331240195,18.248932434742965,42.63226456760773,47.71911529995605,117.8539194496853,43.5295500747452,41.14911613672139,41.82148966055663
DDO_126,3.720001114354,37.709986926885,2.28000142594,17.03368666401744,5.71658771863562,17.967355301011366,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.20986874770609526,0.2688171237748825,0.630576625548377,0.174241476828139,17.967355301011366,42.39550308809632,47.71073823049518,115.96353300295928,43.299884726744025,40.929931959349304,41.5873640160143
DDO_126,3.859999026674,37.49001190641,2.079992475925,16.73866670249228,5.71658771863562,17.68791503038104,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.20572747852462725,0.25906742283861617,0.6316378500469658,0.1723110986939349,17.68791503038104,42.16137091306078,47.7163264478886,114.04036543852592,43.07218316793922,40.716969255293414,41.35774744918316
DDO_133,0.18000063,5.1700105335919995,1.30999503385,1.4257036479941223,1.2113872671798247,1.8708527475429892,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.01622439061518159,0.006150360058549122,0.027731792678674944,0.006488794028643366,1.8708527475429892,5.4097966591380855,7.076809030241178,17.199244093138525,5.716142906691843,4.452547582484418,5.170919749081485
DDO_133,0.37000038,12.910010733592,1.689990343669,2.915512469364406,2.4784639110305413,3.82661682394516,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.04600668380403096,0.025987040976120486,0.10107536294378147,0.022268948365043218,3.82661682394516,10.093604011667162,12.212670030276845,35.04458947401804,10.691284297660678,8.666618140975299,9.654363320361112
DDO_133,0.54999918,20.919982140568003,1.569981640568,4.868176014475347,3.608945078449813,6.0600018388759755,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.07607464174847872,0.05742176996327944,0.1852603855421697,0.040889672098141566,6.0600018388759755,14.859403194285468,17.10128153547557,52.051723747799706,15.60677364314492,13.286655540673847,14.313444147659517
DDO_133,0.72999981,25.570019460724,1.75001404522,7.187080639792292,4.246429787228217,8.34783169815589,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.10426754673356511,0.10115747612763686,0.2661081659004382,0.06034286425902963,8.34783169815589,19.41781980817165,21.68526574790319,69.00055663465174,20.24247720029573,17.78707582650918,18.80285130881582
DDO_133,0.91999956,26.389995081912,1.86998404832,7.940247977053422,4.985791491799678,9.375801551696954,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.1302981891142281,0.16066738687649854,0.34042270676744935,0.0800402778880178,9.375801551696954,21.80590645669729,24.350418156674433,86.24731799453792,22.74505175372601,19.99197518598533,21.078913412180174
DDO_133,1.10000019,28.129985826873,1.880007348579,8.57397428625854,5.619491129105908,10.251425052719384,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.15084691432111352,0.22968784408644943,0.39917891460927263,0.0969786575963636,10.251425052719384,23.842843472401416,26.625302807243507,102.58086874740614,24.850401783786698,21.92500210941664,23.03706686710697
DDO_133,1.2800008200000002,31.360004010336,1.639989942377,9.31217539144722,5.938067566843363,11.044331439678556,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.1673543411265176,0.3110090214134987,0.4475792588539451,0.11178383153184555,11.044331439678556,25.696872193949353,28.701485764782756,118.90765335717461,26.745825711930696,23.72653280477145,24.83520996466667
DDO_133,1.47000057,34.789985098966,1.980008151163,10.893263367887382,6.045006081011666,12.45814132692454,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.18065282366100444,0.410192293997503,0.4890864571903329,0.12491586488783225,12.45814132692454,28.538758801662276,31.62285350729052,136.3511179980303,29.573166373463835,26.633469407757662,27.673164451935403
DDO_133,1.64999937,38.600000197416,1.939992350129,12.265894061564556,6.255684407676565,13.769013927582916,rMD_DH_DM_profiles_ddo133.pdf,True,True,43.4,12.85,2.62,1.739999685,3.3000005700000004,0.8306399482870072,1.0369485607866507,0.60899988975,4.670556721405948,1.739999685,0.4537879767291532,0.18972617792711585,0.5167970760191947,0.5208524943113846,0.13500571451213733,13.769013927582916,31.134529780680488,34.28123498654712,152.86147115056738,32.14614410380761,29.308023475630378,30.278244071209873
