galaxy,x_R_over_RHI,radius_kpc_candidate,filled_x_warp_onset,x_warp_uncertainty,turn_on_power_control,filled_basis_value,normalization_prefactor_km2_s2,delta_v2_warp_candidate,normalization_status,accepted_for_endpoint,claim_boundary
NGC4088,0.0,0.0,0.2823529411764706,0.0705882352941176,1.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.1,2.225295929988883,0.2823529411764706,0.0705882352941176,1.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.2,4.450591859977766,0.2823529411764706,0.0705882352941176,1.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.2823529411764706,6.283188508203905,0.2823529411764706,0.0705882352941176,1.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.4,8.901183719955531,0.2823529411764706,0.0705882352941176,1.0,0.1639344262295082,8324.015999999998,1364.5927868852457,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.6,13.351775579933298,0.2823529411764706,0.0705882352941176,1.0,0.4426229508196721,8324.015999999998,3684.400524590163,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.8,17.802367439911063,0.2823529411764706,0.0705882352941176,1.0,0.7213114754098361,8324.015999999998,6004.20826229508,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,1.0,22.25295929988883,0.2823529411764706,0.0705882352941176,1.0,1.0,8324.015999999998,8324.015999999998,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.0,0.0,0.2823529411764706,0.0705882352941176,2.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.1,2.225295929988883,0.2823529411764706,0.0705882352941176,2.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.2,4.450591859977766,0.2823529411764706,0.0705882352941176,2.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.2823529411764706,6.283188508203905,0.2823529411764706,0.0705882352941176,2.0,0.0,8324.015999999998,0.0,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.4,8.901183719955531,0.2823529411764706,0.0705882352941176,2.0,0.026874496103198,8324.015999999998,223.70373555495775,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.6,13.351775579933298,0.2823529411764706,0.0705882352941176,2.0,0.1959150765923138,8324.015999999998,1630.800232195645,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,0.8,17.802367439911063,0.2823529411764706,0.0705882352941176,2.0,0.5202902445579146,8324.015999999998,4330.904320343993,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
NGC4088,1.0,22.25295929988883,0.2823529411764706,0.0705882352941176,2.0,1.0,8324.015999999998,8324.015999999998,THEORY_CONDITIONAL_FILLED_SOURCE_RULE,False,s4g75_ngc4088_kernel_to_velocity_normalization_candidate_not_endpoint
