galaxy,policy,n_points,n_profile_mapped_points,n_unmapped_points,beta_delta_v2_amplitude,scalar_rmse_K_thick_flared,profile_rmse_K_thick_flared,unclipped_profile_rmse_K_thick_flared,profile_minus_scalar_rmse,unclipped_profile_minus_scalar_rmse,n_profile_points_exceeding_current_clip,scalar_rmse_tpg_v6,scalar_rmse_mond,accepted_endpoint_ready,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
NGC2683,mapped_only_source_profile_policy,7,7,0,-522.9618227760329,9.100677901695791,9.100746568344103,9.105219411530625,6.866664831228775e-05,0.00454150983483359,3,8.973684563330073,8.876820285322797,False,False,True,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation
NGC2683,hybrid_profile_mapped_scalar_unmapped_policy,11,7,4,-522.9618227760329,10.331859032359942,10.33189752230628,10.334405016703956,3.8489946337705305e-05,0.002545984344013874,3,10.314830339812675,14.151015414510422,False,False,True,s4g75_ngc2683_profile_aware_kernel_preflight_not_validation
