grayscale_floor,radius_kpc,radius_over_bar,vobs_hi_km_s,vstar_km_s,vgas_spherical_proxy_km_s,vbar_km_s,delta_matched,vpred_matched_km_s
0.0,6.205609289021404,0.6083930675511181,171.0,162.00694597096768,25.373187290164378,163.98185624056643,0.21941499193647684,167.88274230802702
0.0,7.757011611276756,0.7604913344388977,191.7,168.884200652342,30.03184013222596,171.5336254257692,0.1777193670800557,174.2214411869894
0.0,9.308413933532108,0.9125896013266773,201.1,174.11108856376455,33.456194130860695,177.29632846334098,0.173118,179.933486990545
0.0,10.859816255787456,1.0646878682144565,208.0,177.78019676668004,36.48332171933505,181.48507135870975,0.16414712803424752,183.9138121905332
0.0,12.411218578042808,1.2167861351022362,211.3,180.19166531590812,39.18994852372126,184.40414397353487,0.0,184.40414397353487
0.0,13.96262090029816,1.368884401990016,215.9,176.93246777682222,41.183274218690066,181.66221464291374,0.0,181.66221464291374
0.0,15.514023222553512,1.5209826688777954,214.0,172.50430660036918,42.80268075749745,177.7352111307785,0.0,177.7352111307785
0.0,17.065425544808864,1.673080935765575,214.5,167.91789767905266,43.76467008369436,173.52742350558717,0.0,173.52742350558717
0.0,18.616827867064213,1.8251792026533544,216.9,163.2496699990378,44.12665000371823,169.10829664846543,0.0,169.10829664846543
0.0,20.16823018931957,1.9772774695411344,216.9,158.5722707953,44.14870796746843,164.60338234791763,0.0,164.60338234791763
4.0,6.205609289021404,0.6083930675511181,171.0,162.00694597096768,25.39770151619337,163.98565115626943,0.21941499193647684,167.8866274991674
4.0,7.757011611276756,0.7604913344388977,191.7,168.884200652342,30.114928086932565,171.54819184025706,0.1777193670800557,174.23623584732906
4.0,9.308413933532108,0.9125896013266773,201.1,174.11108856376455,33.56364454838608,177.31663598272291,0.173118,179.95409657003367
4.0,10.859816255787456,1.0646878682144565,208.0,177.78019676668004,36.60486542400058,181.50954392292618,0.16414712803424752,183.93861226111437
4.0,12.411218578042808,1.2167861351022362,211.3,180.19166531590812,39.32677053834828,184.43327012851057,0.0,184.43327012851057
4.0,13.96262090029816,1.368884401990016,215.9,176.93246777682222,41.327311301720314,181.69492236445555,0.0,181.69492236445555
4.0,15.514023222553512,1.5209826688777954,214.0,172.50430660036918,42.951935912363666,177.77121418917622,0.0,177.77121418917622
4.0,17.065425544808864,1.673080935765575,214.5,167.91789767905266,43.90668987690034,173.56329616857101,0.0,173.56329616857101
4.0,18.616827867064213,1.8251792026533544,216.9,163.2496699990378,44.25876877702515,169.14281944100648,0.0,169.14281944100648
4.0,20.16823018931957,1.9772774695411344,216.9,158.5722707953,44.27281442566719,164.63671268082194,0.0,164.63671268082194
8.0,6.205609289021404,0.6083930675511181,171.0,162.00694597096768,25.40179577984049,163.9862853158177,0.21941499193647684,167.8872767444343
8.0,7.757011611276756,0.7604913344388977,191.7,168.884200652342,30.163708908267683,171.55676193342896,0.1777193670800557,174.24494022805794
8.0,9.308413933532108,0.9125896013266773,201.1,174.11108856376455,33.62729759269837,177.32869565935167,0.173118,179.9663356258934
8.0,10.859816255787456,1.0646878682144565,208.0,177.78019676668004,36.67460166660023,181.52362041839973,0.16414712803424752,183.95287713659664
8.0,12.411218578042808,1.2167861351022362,211.3,180.19166531590812,39.40457850690109,184.44987681380212,0.0,184.44987681380212
8.0,13.96262090029816,1.368884401990016,215.9,176.93246777682222,41.41082153362072,181.71393533156896,0.0,181.71393533156896
8.0,15.514023222553512,1.5209826688777954,214.0,172.50430660036918,43.04130475311045,177.79282806267608,0.0,177.79282806267608
8.0,17.065425544808864,1.673080935765575,214.5,167.91789767905266,43.99097270421942,173.58463653335272,0.0,173.58463653335272
8.0,18.616827867064213,1.8251792026533544,216.9,163.2496699990378,44.33830106225664,169.1636476784597,0.0,169.1636476784597
8.0,20.16823018931957,1.9772774695411344,216.9,158.5722707953,44.34900418866837,164.65721738722684,0.0,164.65721738722684
