grayscale_floor,rmse_newton_baryonic,rmse_matched_ngc7479,rmse_wrong_family_mean,rmse_wrong_family_best,best_wrong_galaxy,matched_beats_newton,matched_beats_wrong_mean,matched_beats_best_wrong
0.0,34.10876178599462,27.764783345428334,29.057501849875663,19.882855668357145,NGC 4579,True,True,False
4.0,34.080838864763095,27.736040761130145,29.02920046723363,19.85434946429728,NGC 4579,True,True,False
8.0,34.06424208361169,27.718911338222323,29.012328793413296,19.83723299366504,NGC 4579,True,True,False
