galaxy,formula_id,r_warp_kpc,r_outer_kpc,r_lag_start_kpc,r_lag_zero_kpc,r_s_kpc,gamma_overlay_upper,n_gates,n_pass_like,n_blocked,formula_freeze_status,endpoint_scores_allowed,claim_boundary
NGC4013,NGC4013_WARP_VERTICAL_OVERLAY_V1,10.0,11.2,5.8,11.2,2.3902261653697914,0.2164658634538152,6,5,1,FORMULA_FREEZE_PROTOCOL_READY_LABEL_BLOCKED,False,ngc4013_warp_vertical_overlay_endpoint_freeze_gate_not_score
