galaxy,model_id,model_role,n_points,rmse_km_s,mae_km_s,bias_km_s,inner_rmse_km_s,outer_rmse_km_s,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC4088,TAU_NGC4088_WARP_HISTORY_ACCEPTED,matched_frozen_readout,12,11.619037989026097,9.64301899012717,-4.276677965661871,10.049225171243808,12.097124294908085,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,NEWTONIAN_vn,baseline,12,25.396289301523897,20.14829671825156,-14.866396779224035,10.049225171243808,28.745429286551676,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,WRONG_K_exponential_disk,wrong_family_control,12,37.869996561806886,36.83928277516787,36.83928277516787,29.778045289807626,40.207024995984746,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,WRONG_K_thick_flared,wrong_family_control,12,38.455377936394925,37.44446446441228,37.44446446441228,30.51986231084564,40.75864887133732,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,TPG_V6_v_v6,baseline,12,38.98773649865968,37.98427345369512,37.98427345369512,31.071766975206618,41.290514189880376,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,WRONG_K_scale_tail_spiral,wrong_family_control,12,39.77015631070587,38.766400830846884,38.766400830846884,31.45789959612988,42.17843795476438,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,MOND_v_mond,baseline,12,42.18384581680386,41.21370829714395,41.21370829714395,34.135725408621724,44.54458306914059,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
NGC4088,WRONG_K_compact_finite,wrong_family_control,12,51.33621019678367,49.63830456829968,49.63830456829968,34.17766580834777,55.897266091066015,False,True,ngc4088_warp_history_accepted_endpoint_preliminary_control
