baryonic_sensitivity,radius_kpc,radius_over_bar,inside_source_support,q_required,q_morph_prefrozen,q_response_fraction,q_post_open_scaled_diagnostic
vbar_alpha5.50_h0.3_km_s,5.2796160279252415,1.458457466277691,True,0.8886071912317413,0.1968591148216046,0.2215367113434325,0.8318234382206752
vbar_alpha5.50_h0.3_km_s,5.519598574649116,1.5247509874721314,True,0.9135861003184242,0.1970327443410862,0.21566959509608538,0.832557105564464
vbar_alpha5.50_h0.3_km_s,5.7595811213729915,1.591044508666572,True,0.7581158106375374,0.1972218516845706,0.2601473929408185,0.8333561740799987
vbar_alpha5.50_h0.3_km_s,5.999563668096866,1.6573380298610128,True,0.9666156834128083,0.1974109590280551,0.20422900477991487,0.834155242595534
vbar_alpha5.50_h0.3_km_s,6.239546214820741,1.7236315510554532,True,1.0553925618681141,0.1977450905615264,0.18736638641028946,0.8355671073255054
vbar_alpha5.50_h0.3_km_s,6.479528761544615,1.7899250722498936,True,0.9709527062856591,0.1981078530270057,0.20403450316839777,0.8370999513676309
vbar_alpha5.50_h0.3_km_s,6.71951130826849,1.856218593444334,False,1.0549298724982785,0.1983492473126655,0.18802126329301494,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,6.959493854992364,1.9225121146387745,False,1.1516858062920146,0.1983492473126655,0.17222513833983402,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,7.199476401716239,1.9888056358332151,False,0.9685664470853321,0.1983492473126655,0.2047864118249707,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,7.439458948440113,2.0550991570276556,False,0.9022227916911156,0.1983492473126655,0.2198450860910774,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,7.679441495163988,2.121392678222096,False,0.8106894221524288,0.1983492473126655,0.24466736815935802,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,7.919424041887862,2.1876861994165364,False,0.8533180244452714,0.1983492473126655,0.23244469427633294,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,8.159406588611738,2.2539797206109773,False,0.8629947338010109,0.1983492473126655,0.22983830554683413,0.8381199570953125
vbar_alpha5.50_h0.3_km_s,8.399389135335612,2.3202732418054177,False,0.9686408941792728,0.1983492473126655,0.20477067250059308,0.8381199570953125
vbar_alpha5.50_h0.5_km_s,3.839720747581994,1.060696339111048,True,0.3979340450033759,0.1948407983258244,0.4896308842440748,0.8276386125452329
