radius_kpc,vobs_sparc,vobs_error,vgas,vdisk,vbul,sbdisk,sbbul,vbar_km_s,v_approaching_km_s,v_approaching_error_km_s,q_approaching,q_approaching_error,v_receding_km_s,v_receding_error_km_s,q_receding,q_receding_error,q_common,q_side_contrast,cq_common_km_s_equivalent,cq_side_contrast_km_s_equivalent
0.58,23.9,3.87,1.43,21.96,0.0,135.84,0.0,15.59377119237037,34.44444444444444,2.0,6.287907813069217e-05,6.671281992127607e-06,21.545454545454543,5.545454545454546,1.9852678802596207e-05,1.8497645376820232e-05,4.136587846664419e-05,2.1513199664047986e-05,12.401178382844531,6.44949500672972
1.17,34.7,3.87,3.24,34.79,0.0,96.51,0.0,24.812691309086166,43.4,3.0,6.200058887885803e-05,1.0006923065997989e-05,33.109375,2.5156250000000004,2.7674758145083672e-05,8.391221872374966e-06,4.483767351197085e-05,1.716291536688718e-05,13.441996353155233,5.1453125842850795
1.75,42.8,3.87,-0.61,43.08,0.0,71.26,0.0,30.45605194374346,58.733333333333334,4.066666666666666,9.43228599708454e-05,1.3564940392873416e-05,45.96153846153846,3.0,5.172073666082066e-05,1.0006923091484519e-05,7.302179831583303e-05,2.130106165501237e-05,21.89138440468384,6.3858976315657054
2.33,51.3,3.87,-3.66,48.67,0.0,55.55,0.0,34.21971434714206,57.54838709677419,4.596774193548387,7.781607804116732e-05,1.533318881322511e-05,60.400000000000006,2.1999999999999993,8.732803518852671e-05,7.338410392366361e-06,8.257205661484701e-05,-4.755978573679694e-06,24.754479814680145,-1.4258065067987695
2.91,57.7,3.87,9.71,52.39,0.0,42.67,0.0,38.29673811175046,63.333333333333336,3.555555555555556,8.351309476720709e-05,1.1860057248022571e-05,67.0,3.0,9.574377883586862e-05,1.0006923356093007e-05,8.962843680153785e-05,-6.1153420343307676e-06,26.86992937543069,-1.8333334199827411
3.5,67.3,3.87,13.91,55.75,0.0,35.03,0.0,41.80334137362706,63.0,2.0,7.070444474896494e-05,6.671282198673044e-06,60.0,2.0,6.0697521471813456e-05,6.671282171282902e-06,6.57009831103892e-05,5.003461638575744e-06,19.69665921968006,1.5000000631373298
4.07,75.4,3.87,18.68,58.69,0.0,28.37,0.0,45.51044330700372,70.37500000000001,3.3750000000000018,8.293923670381864e-05,1.1257788833779978e-05,74.50000000000004,3.0,9.669875643427997e-05,1.0006923474254733e-05,8.981899656904931e-05,-6.879759865230667e-06,26.92705775652886,-2.0625001204472504
4.65,79.5,3.87,24.75,61.08,0.0,21.05,0.0,49.77896845054144,76.33333333333334,3.7619047619047596,8.857583093339232e-05,1.2548364395453552e-05,93.33333333333333,6.333333333333325,0.00014528173167294292,2.112572807995296e-05,0.00011692878130316762,-2.8352950369775297e-05,35.054366757821064,-8.500000682906945
