performance_class,K_compact_finite,K_exponential_disk,K_scale_tail_spiral,K_thick_flared
body_failure,0.0,0.0,0.7142857142857143,0.2857142857142857
partial_success,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.2857142857142857
strong_success,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.0
