galaxy,mapping_status,n_basis_grid_rows,known_source_strength_q_warp,known_scale_R_HI_over_Rdisk,known_scale_R_HI_over_Rs4g,required_source_native_onset,uses_vobs_or_residual,endpoint_scores_allowed,claim_boundary
NGC4088,FORMULA_DEVELOPMENT_SHELL_PROFILE_ONSET_BLOCKED,30,1.0,8.625178023212724,6.834638436291303,warp_onset_radius_or_PA_profile,False,False,s4g75_ngc4088_warp_closure_mapping_rule_not_endpoint
