galaxy,filled_x_warp_onset,filled_x_warp_uncertainty,filled_onset_kpc,n_profile_rows,mapping_status,accepted_for_mapping_rule,endpoint_scores_allowed,claim_boundary
NGC4088,0.2823529411764706,0.0705882352941176,6.283188508203905,16,FILLED_SOURCE_BASIS_PROFILE_NORMALIZATION_OPEN,True,False,s4g75_ngc4088_filled_warp_closure_mapping_not_endpoint
