galaxy,selection_principle,n_candidates,n_selected_candidates,selected_scale_ids,selection_status,law_status_after_selection,endpoint_scores_allowed,claim_boundary
NGC4088,MINIMAL_SOURCE_ONSET_ASYMPTOTIC_CARRIER_RULE,5,1,CURRENT_XW_VFLAT2,THEORY_SELECTION_CONDITIONAL_CURRENT_ONLY,SELECTION_RULE_CONDITIONAL_NOT_DERIVED_LAW,False,s4g75_ngc4088_tau_side_scale_selection_gate_not_endpoint
