geometry_variant,geometry_variant_class,stellar_psf_scenario,h2_conversion_factor,radial_index,radius_lo_arcsec,radius_hi_arcsec,n_pixels_total,delta_uv,q_shape_proxy
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,0.7,5,55,65,112,0.977357661356,-0.110264951756
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,0,5,15,17,0.776228228297,-0.0602513352535
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,1,15,25,41,0.6579224768,-0.0343069120922
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,2,25,35,59,0.722680156389,0.0366545387001
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,3,35,45,80,0.915011673681,0.0247012753233
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,4,45,55,99,0.963270703846,-0.0731116532385
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1,5,55,65,112,0.977357661356,-0.126827622575
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,0,5,15,17,0.776228228297,-0.059883032131
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,1,15,25,41,0.6579224768,-0.0341690666798
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,2,25,35,59,0.722680156389,0.0356228861182
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,3,35,45,80,0.915011673681,0.0247884290086
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,4,45,55,99,0.963270703846,-0.0769129304183
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_0arcsec_primary,1.3,5,55,65,112,0.977357661356,-0.136509841305
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,0,5,15,17,0.77645727788,-0.0608913589376
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,1,15,25,41,0.65676527391,-0.0347507444858
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,2,25,35,59,0.722231893389,0.0380292346143
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,3,35,45,80,0.915000774262,0.0244983172581
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,4,45,55,99,0.963160711627,-0.0649637382151
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,0.7,5,55,65,112,0.977443654784,-0.110092609622
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,0,5,15,17,0.77645727788,-0.0602368360346
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,1,15,25,41,0.65676527391,-0.0344940512562
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,2,25,35,59,0.722231893389,0.0365653383713
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,3,35,45,80,0.915000774262,0.0246799045271
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,4,45,55,99,0.963160711627,-0.0736630529379
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1,5,55,65,112,0.977443654784,-0.126647551546
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,0,5,15,17,0.77645727788,-0.0598682941764
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,1,15,25,41,0.65676527391,-0.0343437320188
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,2,25,35,59,0.722231893389,0.0355299402495
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,3,35,45,80,0.915000774262,0.0247666790719
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,4,45,55,99,0.963160711627,-0.0774642166509
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_2arcsec_control,1.3,5,55,65,112,0.977443654784,-0.136324747049
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,0,5,15,17,0.777154789135,-0.0608487952401
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,1,15,25,41,0.653372017214,-0.035380955004
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,2,25,35,59,0.720921428673,0.0377675923609
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,3,35,45,80,0.914980879146,0.0244333902767
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,4,45,55,99,0.962214780134,-0.0662316844744
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,0.7,5,55,65,112,0.977705442498,-0.109575377831
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,0,5,15,17,0.777154789135,-0.0601930193418
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,1,15,25,41,0.653372017214,-0.0350554975648
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,2,25,35,59,0.720921428673,0.0362906492715
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,3,35,45,80,0.914980879146,0.0246130395413
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,4,45,55,99,0.962214780134,-0.0749520048736
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1,5,55,65,112,0.977705442498,-0.12610710071
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,0,5,15,17,0.777154789135,-0.0598237719617
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,1,15,25,41,0.653372017214,-0.0348672824335
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,2,25,35,59,0.720921428673,0.035243883669
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,3,35,45,80,0.914980879146,0.0246986282001
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,4,45,55,99,0.962214780134,-0.078752755656
s4g_global_ellipticity_plus_1sigma,photometric_control,psf_4arcsec_control,1.3,5,55,65,112,0.977705442498,-0.135769207651
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,0,5,15,17,0.776534150043,-0.0609193684388
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,1,15,25,43,0.89230902209,-0.0352609132544
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,2,25,35,57,0.828919778629,0.0393510547219
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,3,35,45,81,0.962537464973,0.02672102749
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,4,45,55,99,0.955197046855,-0.0522897268566
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,0.7,5,55,65,115,0.983319528217,-0.119102277178
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,0,5,15,17,0.776534150043,-0.0602659341829
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,1,15,25,43,0.89230902209,-0.0361451277769
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,2,25,35,57,0.828919778629,0.0377546791848
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,3,35,45,81,0.962537464973,0.0271008223567
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,4,45,55,99,0.955197046855,-0.0596679203427
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1,5,55,65,115,0.983319528217,-0.13553113665
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,0,5,15,17,0.776534150043,-0.059898004969
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,1,15,25,43,0.89230902209,-0.0356140352693
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,2,25,35,57,0.828919778629,0.0364804758906
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,3,35,45,81,0.962537464973,0.0273210210665
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,4,45,55,99,0.955197046855,-0.0627845114086
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_0arcsec_primary,1.3,5,55,65,115,0.983319528217,-0.144450957821
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,0,5,15,17,0.776762728744,-0.0609053424792
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,1,15,25,43,0.890871972724,-0.0353263432241
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,2,25,35,57,0.828729425813,0.0393308632585
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,3,35,45,81,0.962788445734,0.0267241999997
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,4,45,55,99,0.954978464805,-0.0527766823218
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,0.7,5,55,65,115,0.983463943242,-0.119109906471
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,0,5,15,17,0.776762728744,-0.0602514850898
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,1,15,25,43,0.890871972724,-0.0362022023378
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,2,25,35,57,0.828729425813,0.0377349685574
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,3,35,45,81,0.962788445734,0.0271040726027
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,4,45,55,99,0.954978464805,-0.0601660138298
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1,5,55,65,115,0.983463943242,-0.135539103083
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,0,5,15,17,0.776762728744,-0.0598833176222
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,1,15,25,43,0.890871972724,-0.0356662934205
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,2,25,35,57,0.828729425813,0.0364598600592
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,3,35,45,81,0.962788445734,0.027324317208
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,4,45,55,99,0.954978464805,-0.0632844520336
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_2arcsec_control,1.3,5,55,65,115,0.983463943242,-0.144459150176
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,0,5,15,17,0.777458827671,-0.0608629251889
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,1,15,25,43,0.886484586557,-0.0355245768565
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,2,25,35,57,0.828167101334,0.0392690244263
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,3,35,45,81,0.963540443703,0.0267312046966
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,4,45,55,99,0.954324114364,-0.0542575643454
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,0.7,5,55,65,115,0.983898995261,-0.119136367195
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,0,5,15,17,0.777458827671,-0.060207817334
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,1,15,25,43,0.886484586557,-0.0363749302777
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,2,25,35,57,0.828167101334,0.0376746106767
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,3,35,45,81,0.963540443703,0.0271112489403
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,4,45,55,99,0.954324114364,-0.0616805031945
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1,5,55,65,115,0.983898995261,-0.135566733053
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,0,5,15,17,0.777458827671,-0.0598389457671
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,1,15,25,43,0.886484586557,-0.0358243557552
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,2,25,35,57,0.828167101334,0.0363967682812
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,3,35,45,81,0.963540443703,0.0273315948818
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,4,45,55,99,0.954324114364,-0.0648044338633
s4g_global_finite_thickness_q0_0p2,photometric_control,psf_4arcsec_control,1.3,5,55,65,115,0.983898995261,-0.144487563686
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,0,5,15,20,0.720324878656,-0.02742762176
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,1,15,25,41,0.743988074781,-0.0437520973025
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,2,25,35,63,0.927888029903,0.0113095878657
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,3,35,45,80,0.998255935022,-0.0122141577757
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,4,45,55,106,0.921776295985,-0.0324380153542
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,0.7,5,55,65,119,0.996490219594,-0.0895857360759
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,0,5,15,20,0.720324878656,-0.0247377600442
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,1,15,25,41,0.743988074781,-0.044979352549
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,2,25,35,63,0.927888029903,0.00782313341358
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,3,35,45,80,0.998255935022,-0.0138354444552
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,4,45,55,106,0.921776295985,-0.0404010460444
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1,5,55,65,119,0.996490219594,-0.0979563351496
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,0,5,15,20,0.720324878656,-0.0232196605626
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,1,15,25,41,0.743988074781,-0.0446827616979
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,2,25,35,63,0.927888029903,0.00567034872867
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,3,35,45,80,0.998255935022,-0.0149430719921
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,4,45,55,106,0.921776295985,-0.0459194645824
s4g_disk_component_1,photometric_control,psf_0arcsec_primary,1.3,5,55,65,119,0.996490219594,-0.105879697414
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,0,5,15,20,0.721002526255,-0.027386591211
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,1,15,25,41,0.743973421686,-0.0437353468737
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,2,25,35,63,0.928301011877,0.0113118480653
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,3,35,45,80,0.99823527873,-0.0121969136837
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,4,45,55,106,0.921990164236,-0.0327397635077
s4g_disk_component_1,photometric_control,psf_2arcsec_control,0.7,5,55,65,119,0.996442407174,-0.0901629531333
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,0,5,15,20,0.721002526255,-0.0246956639011
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,1,15,25,41,0.743973421686,-0.0449616884258
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,2,25,35,63,0.928301011877,0.00782590966917
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,3,35,45,80,0.99823527873,-0.0138177328609
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,4,45,55,106,0.921990164236,-0.0407127003372
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1,5,55,65,119,0.996442407174,-0.0985520965391
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,0,5,15,20,0.721002526255,-0.0231769646371
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,1,15,25,41,0.743973421686,-0.0446637392232
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,2,25,35,63,0.928301011877,0.00567343909001
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,3,35,45,80,0.99823527873,-0.0149250045868
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,4,45,55,106,0.921990164236,-0.0462368132963
s4g_disk_component_1,photometric_control,psf_2arcsec_control,1.3,5,55,65,119,0.996442407174,-0.106486108074
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,0,5,15,20,0.723022829032,-0.0272663819992
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,1,15,25,41,0.743946124031,-0.0436853290609
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,2,25,35,63,0.929540725408,0.011317974789
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,3,35,45,80,0.998171530868,-0.0121495696161
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,4,45,55,106,0.922626733332,-0.0336545139937
s4g_disk_component_1,photometric_control,psf_4arcsec_control,0.7,5,55,65,119,0.996311973905,-0.0918865204041
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,0,5,15,20,0.723022829032,-0.0245723574811
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,1,15,25,41,0.743946124031,-0.0449089447492
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,2,25,35,63,0.929540725408,0.00783343560077
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,3,35,45,80,0.998171530868,-0.0137691050428
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,4,45,55,106,0.922626733332,-0.0416574005226
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1,5,55,65,119,0.996311973905,-0.100330945673
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,0,5,15,20,0.723022829032,-0.0230519149459
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,1,15,25,41,0.743946124031,-0.0446069476627
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,2,25,35,63,0.929540725408,0.00568181667359
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,3,35,45,80,0.998171530868,-0.0148753997401
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,4,45,55,106,0.922626733332,-0.0471987186734
s4g_disk_component_1,photometric_control,psf_4arcsec_control,1.3,5,55,65,119,0.996311973905,-0.108296651505
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,0,5,15,20,0.176540426495,0.0422587993746
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,1,15,25,37,0.979794212367,0.0525340705986
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,2,25,35,64,0.741527535771,0.106192476835
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,3,35,45,77,0.857115769548,0.0615119653105
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,4,45,55,99,0.88054415692,0.0101129796437
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,0.7,5,55,65,115,0.662231213515,-0.0579880446623
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,0,5,15,20,0.176540426495,0.0419152471199
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,1,15,25,37,0.979794212367,0.0530638772517
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,2,25,35,64,0.741527535771,0.110179108831
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,3,35,45,77,0.857115769548,0.0673223288609
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,4,45,55,99,0.88054415692,0.0116103867142
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1,5,55,65,115,0.662231213515,-0.0610088032224
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,0,5,15,20,0.176540426495,0.0417222643917
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,1,15,25,37,0.979794212367,0.0533664349229
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,2,25,35,64,0.741527535771,0.112592316979
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,3,35,45,77,0.857115769548,0.0707582281091
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,4,45,55,99,0.88054415692,0.0123654821866
s4g_disk_component_2,photometric_control,psf_0arcsec_primary,1.3,5,55,65,115,0.662231213515,-0.0623361164721
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,0,5,15,20,0.174522603178,0.0422403745313
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,1,15,25,37,0.978821645733,0.0523215720563
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,2,25,35,64,0.741212859793,0.10611044092
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,3,35,45,77,0.857403692283,0.0615383071958
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,4,45,55,99,0.879723619522,0.00989947823705
s4g_disk_component_2,photometric_control,psf_2arcsec_control,0.7,5,55,65,115,0.661151022599,-0.0578774615678
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,0,5,15,20,0.174522603178,0.041896572348
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,1,15,25,37,0.978821645733,0.0528480545707
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,2,25,35,64,0.741212859793,0.110095590687
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,3,35,45,77,0.857403692283,0.0673489237749
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,4,45,55,99,0.879723619522,0.011398308366
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1,5,55,65,115,0.661151022599,-0.0608982241677
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,0,5,15,20,0.174522603178,0.0417034493681
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,1,15,25,37,0.978821645733,0.0531487190611
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,2,25,35,64,0.741212859793,0.112509134551
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,3,35,45,77,0.857403692283,0.0707849712736
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,4,45,55,99,0.879723619522,0.0121560586413
s4g_disk_component_2,photometric_control,psf_2arcsec_control,1.3,5,55,65,115,0.661151022599,-0.0622262465033
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,0,5,15,20,0.168432390984,0.0421754350228
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,1,15,25,37,0.975730953895,0.0516701816327
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,2,25,35,64,0.740284972386,0.105860552104
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,3,35,45,77,0.858294005906,0.0616196619526
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,4,45,55,99,0.877249580764,0.00925545925413
s4g_disk_component_2,photometric_control,psf_4arcsec_control,0.7,5,55,65,115,0.657883971116,-0.0575409220149
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,0,5,15,20,0.168432390984,0.0418307531551
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,1,15,25,37,0.975730953895,0.0521864794327
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,2,25,35,64,0.740284972386,0.109841140303
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,3,35,45,77,0.858294005906,0.0674310577818
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,4,45,55,99,0.877249580764,0.0107585538878
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1,5,55,65,115,0.657883971116,-0.060561689677
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,0,5,15,20,0.168432390984,0.0416371365257
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,1,15,25,37,0.975730953895,0.052481343457
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,2,25,35,64,0.740284972386,0.112255642659
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,3,35,45,77,0.858294005906,0.070867561833
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,4,45,55,99,0.877249580764,0.0115242964602
s4g_disk_component_2,photometric_control,psf_4arcsec_control,1.3,5,55,65,115,0.657883971116,-0.0618918659214
