split,n_galaxies,mean_tau_minus_tpg_v6,median_tau_minus_tpg_v6,tau_beats_tpg_v6_fraction,mean_tau_minus_mond,median_tau_minus_mond,tau_beats_mond_fraction,tpg_v6_beats_mond_fraction,mean_rmse_tau_proxy,mean_rmse_tpg_v6,mean_rmse_mond
holdout,44,-0.11245200171813684,-0.03506234473550229,0.6590909090909091,-0.5836972465049095,-1.4036855017625007,0.5909090909090909,0.5909090909090909,17.53009565742525,17.642547659143386,18.11379290393016
train,131,-0.07904574702733583,-0.006635988694999817,0.5419847328244275,-0.5612640657429618,-0.998103261931,0.5877862595419847,0.5801526717557252,16.199888139394574,16.278933886421907,16.761152205137535
