galaxy,xw_conversion_decision,n_missing_required_fields,accepted_for_mapping_rule,endpoint_scores_allowed,claim_boundary
NGC4088,XW_READY_FOR_MAPPING_RULE,0,True,False,s4g75_ngc4088_xw_conversion_audit_not_endpoint
