galaxy,model_id,model_family,branch_id,epsilon_cross,lambda_multiplier,scenario_role,endpoint_selected,r_kpc,x_R_over_RHI,vobs_kms,vpred_kms,residual_kms,uses_vobs_for_generation,uses_vobs_for_scoring,validation_claim_allowed,claim_boundary
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,166.2509608409583,1.2509608409582995,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,165.55986031580005,-5.4401396841999485,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p1_eps_+0.687500,TauCore_warp_bounded_sensitivity,p1,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,165.85511296351999,-8.144887036480014,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,189.47359028472255,10.473590284722547,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,177.503769484991,-4.496230515008989,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,170.62241786055884,-8.37758213944116,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,165.1397687096082,-8.860231290391795,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,153.12731534677863,-17.87268465322137,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,144.56035496946257,-23.439645030537434,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,138.2914326792598,-26.7085673207402,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,133.21398180378668,-37.78601819621332,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.687500,TauCore_warp_bounded_sensitivity,p2,-0.6874999999999999,0.3125000000000001,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,128.5517776204254,-45.44822237957459,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,189.52759377542918,10.527593775429182,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,177.70527410828228,-4.294725891717718,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,171.34586738764554,-7.654132612354459,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,166.44959974380257,-7.550400256197435,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,155.3423160190254,-15.65768398097461,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,148.13449868509272,-19.865501314907277,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,143.29524365872274,-21.70475634127726,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,140.32262219913503,-30.677377800864974,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_-0.343750,TauCore_warp_bounded_sensitivity,p2,-0.3437499999999999,0.65625,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,138.37827608291605,-35.621723917083955,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,189.635554620294,10.635554620293988,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,178.10759943061825,-3.892400569381749,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,172.78367937773388,-6.2163206222661245,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,169.03881609172032,-4.961183908279679,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,159.6801679227595,-11.319832077240505,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,155.03579149427776,-12.96420850572224,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,152.81210639433533,-12.18789360566467,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,153.55580420968892,-17.444195790311085,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.343750,TauCore_warp_bounded_sensitivity,p2,0.3437499999999999,1.34375,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,156.18746049634268,-17.81253950365732,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,1.74,0.0781918474999724,84.9,96.9584818362994,12.058481836299393,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,3.5,0.1572824518677605,136.0,127.47013944449893,-8.529860555501074,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,5.24,0.235474299367733,162.0,171.20843495575795,9.208434955757951,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,6.98,0.3136661468677054,179.0,189.68951200071052,10.689512000710522,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,8.72,0.3918579943676778,182.0,178.30842167283203,-3.6915783271679743,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,10.47,0.4704992203015581,179.0,173.4981171469852,-5.501882853014791,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,12.19,0.5477923109337147,174.0,170.31866424763797,-3.681335752362031,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,13.94,0.626433536867595,171.0,161.8054896123232,-9.194510387676786,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,15.68,0.7046253843675674,168.0,158.37370399167878,-9.62629600832122,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,17.42,0.7828172318675399,165.0,157.35484219878373,-7.645157801216271,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,19.28,0.866401620574407,171.0,159.76188018205684,-11.238119817943158,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
NGC4088,TAU_WARP_p2_eps_+0.687500,TauCore_warp_bounded_sensitivity,p2,0.6874999999999999,1.6875,bounded_epsilon_cross_sensitivity,False,21.48,0.965264876034142,174.0,164.37004160918445,-9.629958390815545,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
