worklist_status,template_galaxy,primary_fresh_target,n_candidates,n_primary_fresh_targets,n_secondary_acquisition_targets,endpoint_scores_allowed,uses_vobs_or_residual_in_selection,claim_boundary
MIXED_OVERLAY_FUTURE_PROTOCOL_WORKLIST_COMPLETE_NOT_ENDPOINT,NGC4013,NGC4183,8,1,4,False,False,mixed_overlay_future_protocol_worklist_not_endpoint
