galaxy,diagnostic_id,n_points,outer_threshold_x_R_over_RHI,best_baseline_model,best_baseline_rmse_kms,best_fixed_tau_model,best_fixed_tau_rmse_kms,fixed_tau_minus_best_baseline_rmse_kms,best_bounded_tau_model,best_bounded_tau_rmse_kms,bounded_tau_minus_best_baseline_rmse_kms,newton_rmse_kms,tpg_v6_rmse_kms,mond_rmse_kms,fixed_tau_beats_newton,fixed_tau_beats_tpg_v6,fixed_tau_beats_mond,bounded_tau_beats_newton,bounded_tau_beats_tpg_v6,bounded_tau_beats_mond,endpoint_selected_best_is_diagnostic_only,uses_vobs_for_generation,uses_vobs_for_scoring,validation_claim_allowed,claim_boundary
NGC4088,NGC4088_ENDPOINT_FIT_DIAGNOSTIC,12,0.5,NEWTONIAN_vn,25.396289301523897,TAU_WARP_p1_eps0,12.189681311744492,-13.206607989779405,TAU_WARP_p1_eps_+0.687500,6.927114763802744,-18.469174537721152,25.396289301523897,38.98773649865968,42.18384581680386,True,True,True,True,True,True,True,False,True,False,s4g75_ngc4088_endpoint_fit_diagnostic_not_validation
