galaxy,product_id,audit_status,local_cache_path,shape,bunit,ctype1,ctype2,cdelt1,cdelt2,n_pixels,n_finite,finite_fraction,min_value,max_value,median_value,p95_value,endpoint_scores_allowed,uses_vobs_or_residual,claim_boundary
NGC7331,NA_MOM0,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM0_THINGS.FITS,1x1x1024x1024,JY/B*M/S,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,1048576,1.0,-16.852188110351562,258.24285888671875,0.0,7.292798042297363,False,False,ngc7331_things_hi_product_audit_not_endpoint
NGC7331,NA_MOM1,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM1_THINGS.FITS,1x1x1024x1024,METR/SEC,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,103012,0.09823989868164062,536011.0,1131848.125,777839.8125,1056003.21875,False,False,ngc7331_things_hi_product_audit_not_endpoint
NGC7331,NA_MOM2,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM2_THINGS.FITS,1x1x1024x1024,METR/SEC,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,103012,0.09823989868164062,0.0,273837.96875,12946.1298828125,37117.3357421875,False,False,ngc7331_things_hi_product_audit_not_endpoint
NGC7331,RO_MOM0,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM0_THINGS.FITS,1x1x1024x1024,JY/B*M/S,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,1048576,1.0,-72.77129364013672,277.32257080078125,0.0,6.382549047470093,False,False,ngc7331_things_hi_product_audit_not_endpoint
NGC7331,RO_MOM1,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM1_THINGS.FITS,1x1x1024x1024,METR/SEC,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,101607,0.09689998626708984,535721.375,1131940.125,780530.8125,1058033.125,False,False,ngc7331_things_hi_product_audit_not_endpoint
NGC7331,RO_MOM2,PASS_FITS_READABLE,/Users/jolcsak/Projects/tau-core-morphology-forward-readout-paper8/data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM2_THINGS.FITS,1x1x1024x1024,METR/SEC,RA---SIN,DEC--SIN,-0.0004166666768,0.0004166666768,1048576,101607,0.09689998626708984,0.0,341281.625,9925.1025390625,42130.283203125,False,False,ngc7331_things_hi_product_audit_not_endpoint
