formula_family,observable_driver_type,source_priority,n_galaxies,galaxies,median_delta_matched_rmse,median_delta_vs_tpg,median_delta_vs_mond,claim_boundary
K_compact_finite,compact_support_candidate,P1_PROMOTE_OR_CONFIRM_SOURCE_NATIVE,1,NGC5985,-6.305703142015389,-6.305703142015389,-6.305703142015389,s4g75_direct_source_native_acquisition_manifest_not_endpoint
K_scale_tail_spiral,tail_inner_cutoff_candidate,P0_DIRECT_SOURCE_NATIVE_REQUIRED,3,NGC4214;UGC06917;UGC06983,0.6778723702062717,0.6778723702062717,0.6778723702062717,s4g75_direct_source_native_acquisition_manifest_not_endpoint
K_scale_tail_spiral,tail_inner_cutoff_candidate,P1_PROMOTE_OR_CONFIRM_SOURCE_NATIVE,3,UGC00891;UGC04499;UGC05829,-0.656042582915374,-0.656042582915374,-0.656042582915374,s4g75_direct_source_native_acquisition_manifest_not_endpoint
K_thick_flared,thickness_h_over_rs_candidate,P0_DIRECT_SOURCE_NATIVE_REQUIRED,6,NGC0024;NGC2683;NGC3726;NGC3949;NGC4088;NGC5907,0.5498463663370554,0.5498463663370554,0.5498463663370554,s4g75_direct_source_native_acquisition_manifest_not_endpoint
K_thick_flared,thickness_h_over_rs_candidate,P1_PROMOTE_OR_CONFIRM_SOURCE_NATIVE,2,NGC3972;NGC4389,-0.0710088386745777,-0.0710088386745777,-0.0710088386745777,s4g75_direct_source_native_acquisition_manifest_not_endpoint
