galaxy,profile,zone,radius_min_arcsec,radius_max_arcsec,real,imag,amplitude,phase_rad
NGC1087,stellar_m1,0,0.4077464954467862,23.29080351182865,-0.05675433603332947,-0.007303640620571334,0.05722235424114023,-3.0136073914734274
NGC1087,stellar_m1,1,23.29080351182865,38.07515049947592,0.04968940695104047,0.04513933851669987,0.06713119278600176,0.7374529817749554
NGC1087,stellar_m1,2,38.07515049947592,48.11408103993493,0.07385544508447141,0.012744923975341781,0.07494704701162423,0.17088282655515857
NGC1087,stellar_m1,3,48.11408103993493,56.87936433444737,0.03190689233139766,-0.14500154565796522,0.14847052913439213,-1.354202920642192
NGC1087,stellar_m1,4,56.87936433444737,81.44872859741902,-0.018682538633084902,-0.14286227205389698,0.14407867998485543,-1.7008314828361264
NGC1087,stellar_m2,0,0.4077464954467862,23.29080351182865,-0.10237583123789584,0.11717922275481747,0.15560135303741182,2.2888718763525655
NGC1087,stellar_m2,1,23.29080351182865,38.07515049947592,-0.11639157547619498,-0.08830668062203055,0.14609951637261534,-2.4925446176893944
NGC1087,stellar_m2,2,38.07515049947592,48.11408103993493,-0.06716822902224052,-0.13326599400736214,0.14923604172167806,-2.0376517861675763
NGC1087,stellar_m2,3,48.11408103993493,56.87936433444737,0.007460126546562594,-0.2214623461728395,0.22158796054946064,-1.5371233035856984
NGC1087,stellar_m2,4,56.87936433444737,81.44872859741902,0.09607679981495008,-0.10969834825409557,0.14582345172282415,-0.8514980030213491
NGC1087,co_m1,0,0.4077464954467862,23.29080351182865,-0.07998941170167916,-0.014191575596831723,0.08123857951922421,-2.9660016336142045
NGC1087,co_m1,1,23.29080351182865,38.07515049947592,0.09130886027364991,-0.0671097974161106,0.1133182812864029,-0.6338160396554847
NGC1087,co_m1,2,38.07515049947592,48.11408103993493,0.1382272566031244,0.0959544107929591,0.1682677135360493,0.6068083258669481
NGC1087,co_m1,3,48.11408103993493,56.87936433444737,-0.10721507347578445,-0.1359316191640508,0.17312561066745266,-2.2386352745594356
NGC1087,co_m1,4,56.87936433444737,81.44872859741902,-0.20976350549678002,-0.3135328368321861,0.3772314515126435,-2.1604346917530592
NGC1087,co_m2,0,0.4077464954467862,23.29080351182865,-0.22877493318035028,0.19522079686294172,0.30074761774530434,2.435167810618123
NGC1087,co_m2,1,23.29080351182865,38.07515049947592,-0.19791956354609808,-0.2949364041879313,0.3551895777603627,-2.16183322962382
NGC1087,co_m2,2,38.07515049947592,48.11408103993493,0.023280720185539235,-0.3051246253902353,0.3060114849999732,-1.4946448175229594
NGC1087,co_m2,3,48.11408103993493,56.87936433444737,0.2066651557078679,-0.2590642038865086,0.33139817187049747,-0.8974366571913615
NGC1087,co_m2,4,56.87936433444737,81.44872859741902,0.3446946017293652,0.008259367148404207,0.3447935405529777,0.023956821339650592
NGC1433,stellar_m1,0,0.60225626700806,53.60310919221915,-0.00012860873216344548,-0.04372754723425137,0.04372773636182958,-1.57373745588778
NGC1433,stellar_m1,1,53.60310919221915,73.37745539238243,-0.035752954077769704,0.0029543805252393715,0.03587481135246599,3.059146780031568
NGC1433,stellar_m1,2,73.37745539238243,86.36893600999092,-0.008673515106928043,0.024749358233889893,0.02622519012894897,1.907875669796687
NGC1433,stellar_m1,3,86.36893600999092,102.79974908147618,-0.002948645685263198,-0.01979831696922777,0.020016689691136083,-1.718643724377935
NGC1433,stellar_m1,4,102.79974908147618,148.87282517309947,-0.03110386972085367,-0.026684441441372077,0.04098182678517215,-2.432522080868679
NGC1433,stellar_m2,0,0.60225626700806,53.60310919221915,-0.09589846701605478,-0.05877063787244796,0.1124744586649065,-2.5917837549328437
NGC1433,stellar_m2,1,53.60310919221915,73.37745539238243,-0.23814179412187758,-0.10812694025275182,0.2615395750474656,-2.715380523435026
NGC1433,stellar_m2,2,73.37745539238243,86.36893600999092,-0.2768888476235978,-0.11753652508745323,0.3008027072151404,-2.740154126867057
NGC1433,stellar_m2,3,86.36893600999092,102.79974908147618,-0.3883911933159575,-0.14806506901991076,0.4156572911777976,-2.7773742188483834
NGC1433,stellar_m2,4,102.79974908147618,148.87282517309947,-0.3533162610859304,-0.08772467030150648,0.36404395081809743,-2.8982246462627286
NGC1433,co_m1,0,0.60225626700806,53.60310919221915,0.06136743158077422,-0.027625967263266552,0.06729900241498443,-0.4229978716474444
NGC1433,co_m1,1,53.60310919221915,73.37745539238243,-0.10097354617529007,0.07169346643284022,0.12383703063450054,2.524171956011388
NGC1433,co_m1,2,73.37745539238243,86.36893600999092,-0.0060575043129803335,0.13607400341948941,0.1362087653754669,1.6152832055043171
NGC1433,co_m1,3,86.36893600999092,102.79974908147618,-0.024017043063382138,-0.060106755968612494,0.0647274321333597,-1.9509346360873443
NGC1433,co_m1,4,102.79974908147618,148.87282517309947,0.030871395818234604,-0.2094008374275056,0.21166424779614232,-1.4244234317705324
NGC1433,co_m2,0,0.60225626700806,53.60310919221915,0.10560157229802417,-0.12551945505507456,0.1640330017683567,-0.8713652093114685
NGC1433,co_m2,1,53.60310919221915,73.37745539238243,0.16675918756189143,0.0620826312224217,0.1779406635252361,0.35639189292866286
NGC1433,co_m2,2,73.37745539238243,86.36893600999092,-0.19437337062024143,-0.08824692482331473,0.21346785928341883,-2.7154112742786984
NGC1433,co_m2,3,86.36893600999092,102.79974908147618,-0.6364539070274453,-0.3143240308013714,0.7098402440758917,-2.6828629036408294
NGC1433,co_m2,4,102.79974908147618,148.87282517309947,-0.7950258273785068,-0.1365945001906024,0.8066747322689609,-2.971442504363265
NGC1566,stellar_m1,0,0.6277861320408274,35.03156593694004,0.037591488032761335,0.05584234006193924,0.06731631983486994,0.9783036871230457
NGC1566,stellar_m1,1,35.03156593694004,51.4826880222743,-0.005160859205820998,-0.05339596016461197,0.05364478567058625,-1.6671496505467065
NGC1566,stellar_m1,2,51.4826880222743,64.93917008403572,-0.010390197715308944,-0.020018172468892936,0.022554011562415106,-2.0495582957937915
NGC1566,stellar_m1,3,64.93917008403572,80.1788869284336,-0.03939234576341851,-0.02477454592552401,0.04653530950322147,-2.5801810307232085
NGC1566,stellar_m1,4,80.1788869284336,129.2701830144737,-0.04762031248737965,-0.010240440582022718,0.04870893947428566,-2.929774877477808
NGC1566,stellar_m2,0,0.6277861320408274,35.03156593694004,0.009365370080130272,0.08802170872473009,0.08851853683584598,1.4647967076975128
NGC1566,stellar_m2,1,35.03156593694004,51.4826880222743,-0.046608374446590224,-0.06442571294269378,0.07951737581640848,-2.197083640586133
NGC1566,stellar_m2,2,51.4826880222743,64.93917008403572,-0.35453899605458433,0.004990617763527786,0.3545741191754613,3.1275172253909993
NGC1566,stellar_m2,3,64.93917008403572,80.1788869284336,-0.2372388848829794,0.3038819952231669,0.3855211479560263,2.2336540306831663
NGC1566,stellar_m2,4,80.1788869284336,129.2701830144737,0.10483386305033188,0.22956655537664059,0.2523706444687098,1.1424177650254634
NGC1566,co_m1,0,0.6277861320408274,35.03156593694004,0.01733655347907107,0.15261523757292175,0.15359676697760288,1.457684722520327
NGC1566,co_m1,1,35.03156593694004,51.4826880222743,0.04325779126117748,-0.05414095020750739,0.06929992059279287,-0.8966747720922406
NGC1566,co_m1,2,51.4826880222743,64.93917008403572,0.03749887129949208,0.09843150535025694,0.10533245745853237,1.2068071235812063
NGC1566,co_m1,3,64.93917008403572,80.1788869284336,-0.14695075640563818,-0.11696522886733686,0.18781743681612126,-2.469327047159152
NGC1566,co_m1,4,80.1788869284336,129.2701830144737,-0.3077427740344746,-0.2100574689415501,0.3725986516730354,-2.542657420942582
NGC1566,co_m2,0,0.6277861320408274,35.03156593694004,0.1765620835162059,0.1314488843978577,0.22012037285318464,0.6399660238664683
NGC1566,co_m2,1,35.03156593694004,51.4826880222743,-0.355036051291237,-0.49018618202342973,0.6052545669081572,-2.1976377767364252
NGC1566,co_m2,2,51.4826880222743,64.93917008403572,-0.7297345197235964,0.18337949020423128,0.7524230902250353,2.895394437940228
NGC1566,co_m2,3,64.93917008403572,80.1788869284336,-0.45178057474956446,0.5943142909035555,0.7465354406143373,2.2207752513960313
NGC1566,co_m2,4,80.1788869284336,129.2701830144737,0.1008605235898624,0.66730865826927,0.6748879096708983,1.420786534122922
NGC1672,stellar_m1,0,0.69280308538461,40.58591787413675,-0.025546225473005477,-0.004439089729763073,0.025929040737106376,-2.9695436453370028
NGC1672,stellar_m1,1,40.58591787413675,62.60825368619912,-0.03582947457132627,-0.008155051161213235,0.036745831158096307,-2.917797903906104
NGC1672,stellar_m1,2,62.60825368619912,82.88459820094157,-0.052726839785253395,0.0029053316451165493,0.05280682328741141,3.086546748525034
NGC1672,stellar_m1,3,82.88459820094157,106.19643015084372,-0.09399961063800681,-0.004375585688889852,0.09410139504926429,-3.0950772540967204
NGC1672,stellar_m1,4,106.19643015084372,160.55971438938212,-0.08084709411548566,0.20339698922928448,0.218875736102602,1.9491320505138316
NGC1672,stellar_m2,0,0.69280308538461,40.58591787413675,-0.0648258261184757,0.048880867165640336,0.08118945071133209,2.495514876386026
NGC1672,stellar_m2,1,40.58591787413675,62.60825368619912,-0.020177498825738386,0.2973738827659909,0.29805764142223223,1.6385447740010808
NGC1672,stellar_m2,2,62.60825368619912,82.88459820094157,-0.11802526338215652,0.4406240885620626,0.4561573743978889,1.8325118492493226
NGC1672,stellar_m2,3,82.88459820094157,106.19643015084372,-0.19096569224244805,0.419258566521566,0.46070124941805374,1.9982016240832137
NGC1672,stellar_m2,4,106.19643015084372,160.55971438938212,-0.21302908258636014,0.1464797590111933,0.2585299012253003,2.539234340524467
NGC1672,co_m1,0,0.69280308538461,40.58591787413675,0.009758607626974228,-0.008894777835292291,0.01320407117356032,-0.7391216807088177
NGC1672,co_m1,1,40.58591787413675,62.60825368619912,-0.1464694355885995,-0.29583623378419505,0.33010963751647693,-2.030518745104614
NGC1672,co_m1,2,62.60825368619912,82.88459820094157,-0.06880985071449576,0.012219293626626566,0.06988638416805458,2.965844184909901
NGC1672,co_m1,3,82.88459820094157,106.19643015084372,-0.04458685619517658,-0.013081583933929676,0.046466284374692614,-2.856205973032151
NGC1672,co_m1,4,106.19643015084372,160.55971438938212,0.17784128782729497,0.6951663826377593,0.7175540559468243,1.3203423993560588
NGC1672,co_m2,0,0.69280308538461,40.58591787413675,0.08245809034519379,0.03224040515575517,0.08853688716000459,0.3727163107310443
NGC1672,co_m2,1,40.58591787413675,62.60825368619912,0.05106483595606642,0.20517907936411806,0.2114381046072988,1.326872670644288
NGC1672,co_m2,2,62.60825368619912,82.88459820094157,-0.16359380032790888,0.6423106529431045,0.6628166461321902,1.8201896229893468
NGC1672,co_m2,3,82.88459820094157,106.19643015084372,-0.3797976680563905,0.7234727635080535,0.8171040987530609,2.054215661538947
NGC1672,co_m2,4,106.19643015084372,160.55971438938212,-0.7592038110689014,0.5530747069530682,0.939298705531295,2.5119986672886383
NGC7496,stellar_m1,0,0.7958060138262015,23.291684511834386,-0.09795508253233669,-0.018675322209226734,0.09971943568600522,-2.95320159983852
NGC7496,stellar_m1,1,23.291684511834386,35.39864560152441,-0.015180219469570317,-0.007844850322410023,0.017087443920181227,-2.6646104778921815
NGC7496,stellar_m1,2,35.39864560152441,42.932198630414305,0.001122124485120666,-0.09497911416618794,0.09498574256778683,-1.5589824423392218
NGC7496,stellar_m1,3,42.932198630414305,54.36087040534344,-0.034175191554993635,-0.14308513409608592,0.14710982060051395,-1.805249076420684
NGC7496,stellar_m1,4,54.36087040534344,82.77287510744122,-0.1756610819752291,-0.10860864394499922,0.20652518795604513,-2.5878365503567515
NGC7496,stellar_m2,0,0.7958060138262015,23.291684511834386,-0.0715658040990795,0.19120960825752686,0.20416360744840084,1.9289350272830306
NGC7496,stellar_m2,1,23.291684511834386,35.39864560152441,-0.06263850099168781,0.2758131665504957,0.2828364980851961,1.7941132667840674
NGC7496,stellar_m2,2,35.39864560152441,42.932198630414305,0.027380816158092708,0.3374444508791797,0.3385534913756383,1.489832005641355
NGC7496,stellar_m2,3,42.932198630414305,54.36087040534344,0.04514041805315142,0.3226990955487487,0.3258410097117822,1.431814224791723
NGC7496,stellar_m2,4,54.36087040534344,82.77287510744122,0.10150357570871837,0.26115150070491516,0.2801840148939351,1.20008912516915
NGC7496,co_m1,0,0.7958060138262015,23.291684511834386,-0.06740573532285936,-0.030621169371041687,0.07403505364396916,-2.7151840519557475
NGC7496,co_m1,1,23.291684511834386,35.39864560152441,0.04861276614269421,-0.08401647637197668,0.09706682921578923,-1.0462533331132824
NGC7496,co_m1,2,35.39864560152441,42.932198630414305,0.023519369223094645,-0.14202285484568644,0.14395711870960454,-1.406683031616231
NGC7496,co_m1,3,42.932198630414305,54.36087040534344,-0.28201629079342216,-0.4146072193234191,0.5014302888617498,-2.1681104925348227
NGC7496,co_m1,4,54.36087040534344,82.77287510744122,-0.4223088578961251,-0.4736117760387866,0.6345493565201554,-2.2989941627236425
NGC7496,co_m2,0,0.7958060138262015,23.291684511834386,-0.20955183470962394,0.3232595965936935,0.38523854716277683,2.145937723851381
NGC7496,co_m2,1,23.291684511834386,35.39864560152441,-0.16553430229262805,0.6175237346684556,0.6393255572197816,1.8327004411852568
NGC7496,co_m2,2,35.39864560152441,42.932198630414305,-0.10885091295382888,0.5317834300012819,0.5428094856160957,1.7726977014696501
NGC7496,co_m2,3,42.932198630414305,54.36087040534344,0.11577467153844068,0.5744115514216955,0.5859628017003409,1.3719074425834845
NGC7496,co_m2,4,54.36087040534344,82.77287510744122,0.2793626133004559,0.6482984375474138,0.7059279947958418,1.1639248871706238
