galaxy,normalized_sparc_name,match_status,ungc_name,theta1,ungc_distance_mpc,main_disturber,sparc_distance_mpc,source_catalog,source_paper,source_url,residual_blind,velocity_endpoint_used,claim_boundary
NGC3726,NGC3726,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3741,NGC3741,UNIQUE_NAME_MATCH,NGC3741,-0.699999988079071,3.0299999713897705,,3.21,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3769,NGC3769,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3877,NGC3877,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3893,NGC3893,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3917,NGC3917,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3949,NGC3949,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3953,NGC3953,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3972,NGC3972,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC3992,NGC3992,NO_MATCH,,,,,23.7,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4010,NGC4010,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4013,NGC4013,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4051,NGC4051,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4068,NGC4068,UNIQUE_NAME_MATCH,NGC4068,-0.5,4.309999942779541,,4.37,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4085,NGC4085,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4088,NGC4088,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4100,NGC4100,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4138,NGC4138,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4157,NGC4157,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4183,NGC4183,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4214,NGC4214,UNIQUE_NAME_MATCH,NGC4214,1.2000000476837158,2.940000057220459,,2.87,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4217,NGC4217,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4389,NGC4389,NO_MATCH,,,,,18.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC4559,NGC4559,UNIQUE_NAME_MATCH,NGC4559,-0.4000000059604645,8.100000381469727,,9.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5005,NGC5005,NO_MATCH,,,,,16.9,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5033,NGC5033,NO_MATCH,,,,,15.7,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5055,NGC5055,UNIQUE_NAME_MATCH,NGC5055,-0.10000000149011612,8.989999771118164,,9.9,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5371,NGC5371,NO_MATCH,,,,,39.7,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5585,NGC5585,UNIQUE_NAME_MATCH,NGC5585,-0.800000011920929,5.699999809265137,,7.06,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5907,NGC5907,NO_MATCH,,,,,17.3,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC5985,NGC5985,NO_MATCH,,,,,39.7,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6015,NGC6015,NO_MATCH,,,,,17.0,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6195,NGC6195,NO_MATCH,,,,,127.8,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6503,NGC6503,UNIQUE_NAME_MATCH,NGC6503,-1.100000023841858,5.269999980926514,,6.26,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6674,NGC6674,NO_MATCH,,,,,51.2,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6789,NGC6789,UNIQUE_NAME_MATCH,NGC6789,-1.2999999523162842,3.630000114440918,,3.52,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC6946,NGC6946,UNIQUE_NAME_MATCH,NGC6946,0.6000000238418579,5.889999866485596,,5.52,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
NGC7331,NGC7331,NO_MATCH,,,,,14.7,J/AJ/145/101/catalog,Karachentsev_Makarov_Kaisina_2013_AJ_145_101,https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/145/101,True,False,source_only_tidal_environment_crossmatch_not_endpoint
