channel,s4g_name,normalized_name,asymmetry,asymmetry_error
4.5um,NGC4080,NGC4080,0.16,0.16
4.5um,NGC4081,NGC4081,0.19,0.19
4.5um,NGC4085,NGC4085,0.18,0.04
4.5um,NGC4088,NGC4088,0.3,0.01
4.5um,NGC4094,NGC4094,0.18,0.01
4.5um,NGC4096,NGC4096,0.31,0.01
4.5um,NGC4100,NGC4100,0.47,0.0
4.5um,NGC4102,NGC4102,0.22,0.06
4.5um,NGC4106,NGC4106,0.71,0.01
4.5um,NGC4108,NGC4108,0.17,0.21
4.5um,NGC4108B,NGC4108B,0.37,0.01
4.5um,NGC4111,NGC4111,0.11,0.11
4.5um,NGC4116,NGC4116,0.27,0.01
4.5um,NGC4117,NGC4117,0.19,0.02
4.5um,NGC4120,NGC4120,0.18,0.03
4.5um,NGC4123,NGC4123,0.15,0.03
4.5um,NGC4127,NGC4127,0.31,0.04
4.5um,NGC4129,NGC4129,0.37,0.02
4.5um,NGC4133,NGC4133,0.26,0.12
4.5um,NGC4136,NGC4136,0.31,0.02
4.5um,NGC4138,NGC4138,0.25,0.16
4.5um,NGC4141,NGC4141,0.23,0.02
4.5um,NGC4142,NGC4142,0.14,0.01
4.5um,NGC4144,NGC4144,0.7,0.01
4.5um,NGC4145,NGC4145,0.14,0.01
4.5um,NGC4151,NGC4151,0.65,0.03
4.5um,NGC4152,NGC4152,0.09,0.02
4.5um,NGC4157,NGC4157,1.0,0.0
4.5um,NGC4158,NGC4158,0.13,0.02
4.5um,NGC4159,NGC4159,0.46,0.05
4.5um,NGC4162,NGC4162,0.26,0.02
4.5um,NGC4163,NGC4163,0.15,0.01
4.5um,NGC4165,NGC4165,0.41,0.02
4.5um,NGC4173,NGC4173,0.87,0.01
4.5um,NGC4178,NGC4178,0.38,0.01
4.5um,NGC4180,NGC4180,0.13,0.06
4.5um,NGC4183,NGC4183,0.69,0.03
4.5um,NGC4189,NGC4189,0.18,0.01
4.5um,NGC4190,NGC4190,0.12,0.02
4.5um,NGC4192,NGC4192,0.85,0.0
4.5um,NGC4193,NGC4193,0.16,0.03
4.5um,NGC4194,NGC4194,0.68,0.14
4.5um,NGC4197,NGC4197,0.19,0.04
4.5um,NGC4203,NGC4203,0.56,0.02
4.5um,NGC4204,NGC4204,0.4,0.01
4.5um,NGC4205,NGC4205,0.38,0.08
4.5um,NGC4206,NGC4206,0.69,0.02
4.5um,NGC4207,NGC4207,0.13,0.03
4.5um,NGC4210,NGC4210,0.18,0.09
4.5um,NGC4212,NGC4212,0.11,0.02
4.5um,NGC4214,NGC4214,0.98,0.0
4.5um,NGC4216,NGC4216,0.87,0.01
4.5um,NGC4217,NGC4217,0.35,0.02
4.5um,NGC4220,NGC4220,0.8,0.01
4.5um,NGC4222,NGC4222,0.21,0.01
4.5um,NGC4224,NGC4224,0.19,0.03
4.5um,NGC4234,NGC4234,0.11,0.02
4.5um,NGC4235,NGC4235,0.46,0.01
4.5um,NGC4236,NGC4236,1.0,0.0
4.5um,NGC4237,NGC4237,0.15,0.02
4.5um,NGC4238,NGC4238,0.24,0.02
4.5um,NGC4242,NGC4242,0.98,4.92
4.5um,NGC4244,NGC4244,0.5,0.01
4.5um,NGC4245,NGC4245,0.4,0.02
4.5um,NGC4248,NGC4248,0.14,0.01
4.5um,NGC4250,NGC4250,0.16,0.05
4.5um,NGC4252,NGC4252,0.2,0.03
4.5um,NGC4254,NGC4254,0.38,0.01
4.5um,NGC4256,NGC4256,0.39,0.05
4.5um,NGC4258,NGC4258,0.54,0.01
4.5um,NGC4260,NGC4260,0.12,0.04
4.5um,NGC4262,NGC4262,0.14,0.03
4.5um,NGC4267,NGC4267,0.46,0.03
4.5um,NGC4268,NGC4268,0.15,0.03
4.5um,NGC4273,NGC4273,0.28,0.01
4.5um,NGC4274,NGC4274,0.51,0.01
4.5um,NGC4276,NGC4276,0.12,0.01
4.5um,NGC4278,NGC4278,0.67,0.03
4.5um,NGC0428,NGC428,0.34,0.01
4.5um,NGC4283,NGC4283,0.27,0.05
4.5um,NGC4286,NGC4286,0.08,0.02
4.5um,NGC4287,NGC4287,0.18,0.05
4.5um,NGC4288,NGC4288,0.18,0.03
4.5um,NGC4289,NGC4289,0.31,0.01
4.5um,NGC4293,NGC4293,0.47,0.01
4.5um,NGC4294,NGC4294,0.2,0.01
4.5um,NGC4298,NGC4298,0.4,0.01
4.5um,NGC4299,NGC4299,0.17,0.02
4.5um,NGC4302,NGC4302,0.47,0.05
4.5um,NGC4303,NGC4303,0.37,0.02
4.5um,NGC4303A,NGC4303A,0.1,0.02
4.5um,NGC4307,NGC4307,0.17,0.02
4.5um,NGC4309,NGC4309,0.14,0.03
4.5um,NGC4310,NGC4310,0.12,0.03
4.5um,NGC4312,NGC4312,0.5,0.01
4.5um,NGC4313,NGC4313,0.12,0.02
4.5um,NGC4314,NGC4314,0.9,0.02
4.5um,NGC4316,NGC4316,0.2,0.04
4.5um,NGC4319,NGC4319,0.22,0.14
4.5um,NGC4321,NGC4321,0.36,0.01
4.5um,NGC4324,NGC4324,0.17,0.03
4.5um,NGC4330,NGC4330,0.24,0.01
4.5um,NGC4331,NGC4331,0.62,0.01
4.5um,NGC4336,NGC4336,0.11,0.01
4.5um,NGC4343,NGC4343,0.16,0.05
4.5um,NGC4344,NGC4344,0.09,0.02
4.5um,NGC4346,NGC4346,0.97,0.0
4.5um,NGC4348,NGC4348,0.44,0.01
4.5um,NGC4351,NGC4351,0.15,0.03
4.5um,NGC4353,NGC4353,0.12,0.03
4.5um,NGC4355,NGC4355,0.36,0.06
4.5um,NGC4356,NGC4356,0.13,0.02
4.5um,NGC4359,NGC4359,0.1,0.02
4.5um,NGC4369,NGC4369,0.26,0.13
4.5um,NGC4370,NGC4370,0.15,0.02
4.5um,NGC4371,NGC4371,0.16,0.02
4.5um,NGC4374,NGC4374,0.79,0.01
4.5um,NGC4376,NGC4376,0.1,0.02
4.5um,NGC4378,NGC4378,0.26,0.03
4.5um,NGC4380,NGC4380,0.32,0.01
4.5um,NGC4383,NGC4383,0.22,0.05
4.5um,NGC4384,NGC4384,0.34,0.12
4.5um,NGC4385,NGC4385,0.23,0.01
4.5um,NGC4388,NGC4388,0.2,0.03
4.5um,NGC4389,NGC4389,0.16,0.03
4.5um,NGC4390,NGC4390,0.12,0.02
4.5um,NGC4393,NGC4393,0.12,0.02
4.5um,NGC4394,NGC4394,0.47,0.01
4.5um,NGC4395,NGC4395,0.6,0.02
4.5um,NGC4396,NGC4396,0.28,0.01
4.5um,NGC4402,NGC4402,0.4,0.03
4.5um,NGC4405,NGC4405,0.17,0.04
4.5um,NGC4406,NGC4406,0.81,0.0
4.5um,NGC4409,NGC4409,0.19,0.02
4.5um,NGC4411A,NGC4411A,0.14,0.01
4.5um,NGC4411B,NGC4411B,0.17,0.01
4.5um,NGC4412,NGC4412,0.14,0.03
4.5um,NGC4413,NGC4413,0.21,0.02
4.5um,NGC4414,NGC4414,0.2,0.06
4.5um,NGC4416,NGC4416,0.19,0.01
4.5um,NGC4419,NGC4419,0.54,0.02
4.5um,NGC4423,NGC4423,0.15,0.01
4.5um,NGC4424,NGC4424,0.17,0.03
4.5um,NGC4428,NGC4428,0.11,0.04
4.5um,NGC4430,NGC4430,0.15,0.02
4.5um,NGC4434,NGC4434,0.09,0.04
4.5um,NGC4437,NGC4437,0.82,0.01
4.5um,NGC4438,NGC4438,0.57,0.02
4.5um,NGC4442,NGC4442,0.8,0.0
4.5um,NGC4445,NGC4445,0.16,0.02
4.5um,NGC4448,NGC4448,0.13,0.06
4.5um,NGC4449,NGC4449,0.92,0.0
4.5um,NGC4450,NGC4450,0.56,0.01
4.5um,NGC4451,NGC4451,0.13,0.03
4.5um,NGC4454,NGC4454,0.13,0.03
4.5um,NGC4455,NGC4455,0.16,0.01
4.5um,NGC4457,NGC4457,0.2,0.03
4.5um,NGC4460,NGC4460,1.0,0.0
4.5um,NGC4461,NGC4461,0.26,0.02
4.5um,NGC4462,NGC4462,0.24,0.02
4.5um,NGC4470,NGC4470,0.14,0.03
4.5um,NGC4472,NGC4472,0.54,0.01
4.5um,NGC4480,NGC4480,0.41,0.02
4.5um,NGC4485,NGC4485,0.71,0.02
4.5um,NGC4487,NGC4487,0.13,0.01
4.5um,NGC4488,NGC4488,0.11,0.03
4.5um,NGC4489,NGC4489,0.1,0.03
4.5um,NGC4490,NGC4490,0.99,0.0
4.5um,NGC4491,NGC4491,0.11,0.02
4.5um,NGC4492,NGC4492,0.12,0.02
4.5um,NGC4494,NGC4494,0.47,0.01
4.5um,NGC4496A,NGC4496A,0.36,0.01
4.5um,NGC4498,NGC4498,0.28,0.01
4.5um,NGC0045,NGC45,0.5,0.0
4.5um,NGC0450,NGC450,0.44,0.01
4.5um,NGC4501,NGC4501,0.96,0.0
4.5um,NGC4502,NGC4502,0.09,0.05
4.5um,NGC4503,NGC4503,0.19,0.02
4.5um,NGC4504,NGC4504,0.54,0.01
4.5um,NGC4506,NGC4506,0.11,0.01
4.5um,NGC4517A,NGC4517A,0.14,0.01
4.5um,NGC4519,NGC4519,0.27,0.01
4.5um,NGC4522,NGC4522,0.32,0.01
4.5um,NGC4523,NGC4523,0.15,0.03
4.5um,NGC4525,NGC4525,0.12,0.01
4.5um,NGC4527,NGC4527,0.5,0.01
4.5um,NGC4528,NGC4528,0.12,0.02
4.5um,NGC4531,NGC4531,0.12,0.03
4.5um,NGC4532,NGC4532,0.26,0.01
4.5um,NGC4533,NGC4533,0.17,0.01
4.5um,NGC4534,NGC4534,0.42,0.01
4.5um,NGC4535,NGC4535,0.16,0.0
4.5um,NGC4536,NGC4536,0.28,0.02
4.5um,NGC4539,NGC4539,0.13,0.02
4.5um,NGC4540,NGC4540,0.14,0.02
4.5um,NGC4544,NGC4544,0.18,0.02
4.5um,NGC4545,NGC4545,0.22,0.01
4.5um,NGC4546,NGC4546,0.47,0.02
4.5um,NGC4548,NGC4548,0.36,0.01
4.5um,NGC4550,NGC4550,0.4,0.01
4.5um,NGC4559,NGC4559,0.92,0.0
4.5um,NGC4561,NGC4561,0.19,0.02
4.5um,NGC4562,NGC4562,0.56,0.02
4.5um,NGC4565,NGC4565,0.5,0.01
4.5um,NGC4567,NGC4567,0.37,0.03
4.5um,NGC4568,NGC4568,0.72,0.01
4.5um,NGC4569,NGC4569,0.69,0.01
4.5um,NGC4571,NGC4571,0.15,0.01
4.5um,NGC4572,NGC4572,0.54,0.06
4.5um,NGC4579,NGC4579,0.66,0.01
4.5um,NGC4580,NGC4580,0.18,0.02
4.5um,NGC4584,NGC4584,0.09,0.02
4.5um,NGC4586,NGC4586,0.16,0.04
4.5um,NGC4591,NGC4591,0.09,0.03
4.5um,NGC4592,NGC4592,0.43,0.01
4.5um,NGC4593,NGC4593,0.23,0.05
4.5um,NGC4594,NGC4594,0.68,0.01
4.5um,NGC4595,NGC4595,0.16,0.03
4.5um,NGC4596,NGC4596,0.65,0.01
4.5um,NGC4597,NGC4597,0.1,0.01
4.5um,NGC4599,NGC4599,0.1,0.02
4.5um,NGC4602,NGC4602,0.09,0.05
4.5um,NGC4604,NGC4604,0.11,0.04
4.5um,NGC4605,NGC4605,0.59,0.01
4.5um,NGC4606,NGC4606,0.29,0.01
4.5um,NGC4607,NGC4607,0.29,0.04
4.5um,NGC4618,NGC4618,0.85,0.03
4.5um,NGC4625,NGC4625,0.35,0.16
4.5um,NGC4628,NGC4628,0.18,0.05
4.5um,NGC4629,NGC4629,0.1,0.02
4.5um,NGC4630,NGC4630,0.21,0.02
4.5um,NGC4631,NGC4631,1.0,0.0
4.5um,NGC4632,NGC4632,0.24,0.04
4.5um,NGC4633,NGC4633,0.16,0.03
4.5um,NGC4634,NGC4634,0.36,0.01
4.5um,NGC4635,NGC4635,0.25,0.02
4.5um,NGC4636,NGC4636,0.42,0.01
4.5um,NGC4639,NGC4639,0.55,0.02
4.5um,NGC4641,NGC4641,0.12,0.03
4.5um,NGC4642,NGC4642,0.12,0.02
4.5um,NGC4643,NGC4643,0.1,0.07
4.5um,NGC4647,NGC4647,0.68,0.02
4.5um,NGC4651,NGC4651,0.18,0.04
4.5um,NGC4653,NGC4653,0.2,0.02
4.5um,NGC4654,NGC4654,0.57,0.01
4.5um,NGC4656,NGC4656,0.19,0.0
4.5um,NGC4658,NGC4658,0.33,0.03
4.5um,NGC4659,NGC4659,0.22,0.03
4.5um,NGC4666,NGC4666,0.28,0.01
4.5um,NGC4668,NGC4668,0.12,0.03
4.5um,NGC4680,NGC4680,0.16,0.05
4.5um,NGC4682,NGC4682,0.38,0.02
4.5um,NGC4684,NGC4684,0.53,0.02
4.5um,NGC4688,NGC4688,0.34,0.01
4.5um,NGC4689,NGC4689,0.44,0.01
4.5um,NGC4691,NGC4691,0.49,0.01
4.5um,NGC4694,NGC4694,0.17,0.04
4.5um,NGC4698,NGC4698,0.58,0.02
4.5um,NGC4699,NGC4699,0.21,0.02
4.5um,NGC0470,NGC470,0.33,0.02
4.5um,NGC4700,NGC4700,0.52,0.01
4.5um,NGC4701,NGC4701,0.22,0.04
4.5um,NGC4707,NGC4707,0.27,0.02
4.5um,NGC4710,NGC4710,0.21,0.03
4.5um,NGC4713,NGC4713,0.2,0.02
4.5um,NGC4722,NGC4722,0.11,0.02
4.5um,NGC4723,NGC4723,0.14,0.05
4.5um,NGC4725,NGC4725,0.78,0.0
4.5um,NGC0473,NGC473,0.12,0.05
4.5um,NGC4731,NGC4731,0.18,0.01
4.5um,NGC4733,NGC4733,0.11,0.02
4.5um,NGC4736,NGC4736,0.15,0.03
4.5um,NGC0474,NGC474,0.26,0.02
4.5um,NGC4746,NGC4746,0.19,0.05
4.5um,NGC4747,NGC4747,0.25,0.0
4.5um,NGC4749,NGC4749,0.27,0.11
4.5um,NGC4750,NGC4750,0.2,0.03
4.5um,NGC4753,NGC4753,0.16,0.01
4.5um,NGC4754,NGC4754,0.87,0.01
4.5um,NGC4758,NGC4758,0.28,0.02
4.5um,NGC4762,NGC4762,0.91,0.0
4.5um,NGC4765,NGC4765,0.14,0.05
4.5um,NGC4771,NGC4771,0.54,0.01
4.5um,NGC4772,NGC4772,0.4,0.01
4.5um,NGC4775,NGC4775,0.13,0.02
4.5um,NGC4779,NGC4779,0.12,0.02
4.5um,NGC4781,NGC4781,0.2,0.04
4.5um,NGC4789A,NGC4789A,0.87,0.02
4.5um,NGC4790,NGC4790,0.19,0.02
4.5um,NGC4791,NGC4791,0.1,0.03
4.5um,NGC4793,NGC4793,0.42,0.04
4.5um,NGC4795,NGC4795,0.17,0.04
4.5um,NGC4799,NGC4799,0.12,0.06
4.5um,NGC4800,NGC4800,0.12,0.06
4.5um,NGC4802,NGC4802,0.24,0.06
4.5um,NGC4806,NGC4806,0.21,0.02
4.5um,NGC4808,NGC4808,0.17,0.04
4.5um,NGC4809,NGC4809,0.12,0.01
4.5um,NGC4814,NGC4814,0.24,0.11
4.5um,NGC4818,NGC4818,0.46,0.01
4.5um,NGC4826,NGC4826,0.94,0.0
4.5um,NGC4845,NGC4845,0.16,0.01
4.5um,NGC0485,NGC485,0.21,0.03
4.5um,NGC4856,NGC4856,0.18,0.02
4.5um,NGC4866,NGC4866,0.46,0.01
4.5um,NGC0488,NGC488,0.28,0.01
4.5um,NGC4880,NGC4880,0.08,0.03
4.5um,NGC0489,NGC489,0.09,0.02
4.5um,NGC4897,NGC4897,0.5,0.01
4.5um,NGC4899,NGC4899,0.09,0.02
4.5um,NGC4900,NGC4900,0.12,0.02
4.5um,NGC4902,NGC4902,0.19,0.02
4.5um,NGC4904,NGC4904,0.11,0.03
4.5um,NGC4920,NGC4920,0.12,0.02
4.5um,NGC4928,NGC4928,0.14,0.04
4.5um,NGC0493,NGC493,0.47,0.01
4.5um,NGC4941,NGC4941,0.15,0.04
4.5um,NGC4942,NGC4942,0.2,0.01
4.5um,NGC4948,NGC4948,0.15,0.02
4.5um,NGC4948A,NGC4948A,0.18,0.02
4.5um,NGC4951,NGC4951,0.51,0.01
4.5um,NGC4958,NGC4958,0.47,0.01
4.5um,NGC4961,NGC4961,0.23,0.04
4.5um,NGC4965,NGC4965,0.37,0.03
4.5um,NGC4980,NGC4980,0.49,0.03
4.5um,NGC4981,NGC4981,0.47,0.01
4.5um,NGC4984,NGC4984,0.31,0.02
4.5um,NGC4995,NGC4995,0.44,0.01
4.5um,NGC5002,NGC5002,0.14,0.04
4.5um,NGC5005,NGC5005,0.19,0.05
4.5um,NGC5012,NGC5012,0.23,0.02
4.5um,NGC5014,NGC5014,0.23,0.02
4.5um,NGC5016,NGC5016,0.25,0.07
4.5um,NGC5018,NGC5018,0.4,0.01
4.5um,NGC5022,NGC5022,0.35,0.01
4.5um,NGC5023,NGC5023,0.77,0.01
4.5um,NGC5033,NGC5033,0.37,0.01
4.5um,NGC5042,NGC5042,0.71,0.01
4.5um,NGC5054,NGC5054,0.44,0.01
4.5um,NGC5055,NGC5055,0.25,0.02
4.5um,NGC5068,NGC5068,0.22,0.01
4.5um,NGC5073,NGC5073,0.28,0.01
4.5um,NGC5078,NGC5078,0.18,0.16
4.5um,NGC5079,NGC5079,0.44,0.04
4.5um,NGC5084,NGC5084,0.74,0.01
4.5um,NGC5085,NGC5085,0.2,0.01
4.5um,NGC5088,NGC5088,0.11,0.03
4.5um,NGC5101,NGC5101,0.3,0.02
4.5um,NGC5103,NGC5103,0.33,0.06
4.5um,NGC5105,NGC5105,0.1,0.03
4.5um,NGC5107,NGC5107,0.25,0.02
4.5um,NGC5109,NGC5109,0.43,0.16
4.5um,NGC5112,NGC5112,0.98,0.01
4.5um,NGC5116,NGC5116,0.15,0.02
4.5um,NGC5117,NGC5117,0.34,0.02
4.5um,NGC5122,NGC5122,0.17,0.08
4.5um,NGC5134,NGC5134,0.5,0.01
4.5um,NGC0514,NGC514,0.48,0.03
4.5um,NGC5145,NGC5145,0.22,0.1
4.5um,NGC5147,NGC5147,0.11,0.02
4.5um,NGC5169,NGC5169,0.17,0.04
4.5um,NGC5170,NGC5170,0.28,0.01
4.5um,NGC5173,NGC5173,0.15,0.09
4.5um,NGC0518,NGC518,0.26,0.04
4.5um,NGC5194,NGC5194,0.54,0.02
4.5um,NGC5195,NGC5195,0.2,0.03
4.5um,NGC0520,NGC520,0.29,0.01
4.5um,NGC5204,NGC5204,1.0,2.93
4.5um,NGC5205,NGC5205,0.14,0.19
4.5um,NGC5216,NGC5216,0.19,0.04
4.5um,NGC5218,NGC5218,0.24,0.07
4.5um,NGC0522,NGC522,0.24,0.02
4.5um,NGC5229,NGC5229,0.38,0.02
4.5um,NGC5236,NGC5236,0.52,0.01
4.5um,NGC5238,NGC5238,0.15,0.01
4.5um,NGC5240,NGC5240,1.0,0.0
4.5um,NGC5247,NGC5247,0.21,0.01
4.5um,NGC5248,NGC5248,0.62,0.01
4.5um,NGC5253,NGC5253,0.81,0.02
4.5um,NGC5254,NGC5254,0.65,0.02
4.5um,NGC5264,NGC5264,0.48,0.01
4.5um,NGC5273,NGC5273,0.28,0.08
4.5um,NGC5289,NGC5289,0.43,0.1
4.5um,NGC5290,NGC5290,0.54,0.08
4.5um,NGC5297,NGC5297,0.44,0.03
4.5um,NGC5300,NGC5300,0.68,0.01
4.5um,NGC5301,NGC5301,1.0,0.02
4.5um,NGC5304,NGC5304,0.21,0.04
4.5um,NGC5311,NGC5311,0.21,0.09
4.5um,NGC5313,NGC5313,0.49,0.04
4.5um,NGC0532,NGC532,0.09,0.02
4.5um,NGC5320,NGC5320,0.18,0.03
4.5um,NGC5326,NGC5326,0.16,0.07
4.5um,NGC5334,NGC5334,0.57,0.02
4.5um,NGC5336,NGC5336,0.18,0.08
4.5um,NGC5337,NGC5337,0.16,0.04
4.5um,NGC5338,NGC5338,0.45,0.01
4.5um,NGC5339,NGC5339,0.1,0.03
4.5um,NGC5346,NGC5346,0.4,0.07
4.5um,NGC5347,NGC5347,0.2,0.07
4.5um,NGC5348,NGC5348,0.46,0.01
4.5um,NGC5350,NGC5350,0.59,0.09
4.5um,NGC5353,NGC5353,0.41,0.05
4.5um,NGC5354,NGC5354,0.62,0.05
4.5um,NGC5355,NGC5355,0.22,0.05
4.5um,NGC5356,NGC5356,0.76,0.0
4.5um,NGC5360,NGC5360,0.16,0.03
4.5um,NGC5362,NGC5362,0.28,0.07
4.5um,NGC5363,NGC5363,0.78,0.02
4.5um,NGC5364,NGC5364,0.26,0.01
4.5um,NGC5371,NGC5371,0.58,0.01
4.5um,NGC5375,NGC5375,0.19,0.13
4.5um,NGC5376,NGC5376,0.74,0.11
4.5um,NGC5377,NGC5377,1.0,0.0
4.5um,NGC5383,NGC5383,0.19,0.06
4.5um,NGC5403,NGC5403,0.36,0.03
4.5um,NGC5422,NGC5422,1.0,0.0
4.5um,NGC5425,NGC5425,0.26,0.14
4.5um,NGC5426,NGC5426,0.41,0.01
4.5um,NGC5427,NGC5427,0.28,0.01
4.5um,NGC5430,NGC5430,0.39,0.15
4.5um,NGC5443,NGC5443,0.12,0.08
4.5um,NGC5448,NGC5448,0.68,0.01
4.5um,NGC5452,NGC5452,0.43,0.06
4.5um,NGC5457,NGC5457,1.0,4.05
4.5um,NGC5464,NGC5464,0.15,0.04
4.5um,NGC5468,NGC5468,0.28,0.01
4.5um,NGC5470,NGC5470,0.49,0.01
4.5um,NGC5472,NGC5472,0.11,0.04
4.5um,NGC5473,NGC5473,0.16,0.13
4.5um,NGC5474,NGC5474,0.92,0.05
4.5um,NGC5476,NGC5476,0.15,0.03
4.5um,NGC5477,NGC5477,0.17,0.03
4.5um,NGC5480,NGC5480,0.27,0.02
4.5um,NGC5481,NGC5481,0.28,0.04
4.5um,NGC5486,NGC5486,0.25,0.08
4.5um,NGC5492,NGC5492,0.21,0.06
4.5um,NGC5496,NGC5496,0.22,0.03
4.5um,NGC0055,NGC55,1.0,0.0
4.5um,NGC5506,NGC5506,0.25,0.11
4.5um,NGC5507,NGC5507,0.15,0.04
4.5um,NGC5520,NGC5520,0.43,0.11
4.5um,NGC5523,NGC5523,0.31,0.1
4.5um,NGC5526,NGC5526,1.0,0.0
4.5um,NGC5529,NGC5529,0.63,0.21
4.5um,NGC5534,NGC5534,0.13,0.04
4.5um,NGC5560,NGC5560,0.31,0.02
4.5um,NGC5566,NGC5566,0.49,0.01
4.5um,NGC5569,NGC5569,0.3,0.03
4.5um,NGC5574,NGC5574,0.23,0.04
4.5um,NGC5576,NGC5576,0.24,0.04
4.5um,NGC5577,NGC5577,0.39,0.03
4.5um,NGC5584,NGC5584,0.49,0.01
4.5um,NGC5585,NGC5585,1.0,0.0
4.5um,NGC5587,NGC5587,0.35,0.05
4.5um,NGC5595,NGC5595,0.17,0.03
4.5um,NGC5597,NGC5597,0.26,0.04
4.5um,NGC5600,NGC5600,0.35,0.09
4.5um,NGC5602,NGC5602,0.08,0.24
4.5um,NGC5604,NGC5604,0.15,0.03
4.5um,NGC5608,NGC5608,0.34,0.17
4.5um,NGC5624,NGC5624,0.45,0.14
4.5um,NGC5630,NGC5630,0.25,0.16
4.5um,NGC5631,NGC5631,0.35,0.09
4.5um,NGC5633,NGC5633,0.15,0.12
4.5um,NGC5636,NGC5636,0.42,0.05
4.5um,NGC5645,NGC5645,0.19,0.02
4.5um,NGC5660,NGC5660,0.48,0.05
4.5um,NGC5661,NGC5661,0.13,0.04
4.5um,NGC5665,NGC5665,0.25,0.05
4.5um,NGC5667,NGC5667,0.27,0.11
4.5um,NGC5668,NGC5668,0.19,0.02
4.5um,NGC5669,NGC5669,0.35,0.01
4.5um,NGC5673,NGC5673,0.2,0.3
4.5um,NGC5676,NGC5676,0.2,0.04
4.5um,NGC5678,NGC5678,1.0,0.0
4.5um,NGC5689,NGC5689,0.53,0.01
4.5um,NGC5690,NGC5690,0.66,0.01
4.5um,NGC5691,NGC5691,0.19,0.02
4.5um,NGC5693,NGC5693,0.32,0.08
4.5um,NGC5701,NGC5701,0.13,0.05
4.5um,NGC5707,NGC5707,0.23,0.16
4.5um,NGC5708,NGC5708,0.37,0.07
4.5um,NGC5713,NGC5713,0.46,0.07
4.5um,NGC5714,NGC5714,1.0,0.0
4.5um,NGC5719,NGC5719,0.24,0.05
4.5um,NGC5728,NGC5728,0.86,0.02
4.5um,NGC5729,NGC5729,0.5,0.02
4.5um,NGC5730,NGC5730,0.36,0.15
4.5um,NGC5731,NGC5731,0.33,0.16
4.5um,NGC5740,NGC5740,0.17,0.03
4.5um,NGC5744,NGC5744,0.13,0.04
4.5um,NGC5746,NGC5746,1.0,0.0
4.5um,NGC5750,NGC5750,0.16,0.04
4.5um,NGC5756,NGC5756,0.57,0.01
4.5um,NGC5757,NGC5757,0.16,0.04
4.5um,NGC5762,NGC5762,0.11,0.03
4.5um,NGC5768,NGC5768,0.14,0.03
4.5um,NGC5770,NGC5770,0.21,0.15
4.5um,NGC5774,NGC5774,0.2,0.01
4.5um,NGC5775,NGC5775,0.28,0.07
4.5um,NGC5777,NGC5777,1.0,2.79
4.5um,NGC0578,NGC578,0.39,0.01
4.5um,NGC5781,NGC5781,0.14,0.06
4.5um,NGC5783,NGC5783,0.57,0.18
4.5um,NGC5789,NGC5789,0.4,0.08
4.5um,NGC5792,NGC5792,0.38,0.01
4.5um,NGC5798,NGC5798,0.17,0.02
4.5um,NGC5806,NGC5806,0.51,0.01
4.5um,NGC5809,NGC5809,0.09,0.01
4.5um,NGC5821,NGC5821,0.34,0.17
4.5um,NGC5832,NGC5832,0.21,0.02
4.5um,NGC0584,NGC584,0.73,0.01
4.5um,NGC5846,NGC5846,0.43,0.01
4.5um,NGC5850,NGC5850,0.42,0.0
4.5um,NGC5854,NGC5854,0.56,0.01
4.5um,NGC5861,NGC5861,0.65,0.01
4.5um,NGC5864,NGC5864,0.5,0.07
4.5um,NGC5866B,NGC5866B,1.0,0.0
4.5um,NGC5878,NGC5878,0.41,0.07
4.5um,NGC5879,NGC5879,1.0,1.11
4.5um,NGC5885,NGC5885,0.63,0.01
4.5um,NGC5892,NGC5892,0.65,0.01
4.5um,NGC5894,NGC5894,0.99,0.0
4.5um,NGC5899,NGC5899,0.39,0.05
4.5um,NGC0059,NGC59,0.23,0.02
4.5um,NGC5900,NGC5900,0.55,0.23
4.5um,NGC5907,NGC5907,0.43,0.06
4.5um,NGC5913,NGC5913,0.15,0.06
4.5um,NGC5915,NGC5915,0.2,0.04
4.5um,NGC5916,NGC5916,0.65,0.02
4.5um,NGC5916A,NGC5916A,0.22,0.03
4.5um,NGC5921,NGC5921,0.81,0.01
4.5um,NGC5930,NGC5930,0.28,0.13
4.5um,NGC5937,NGC5937,0.18,0.06
4.5um,NGC5949,NGC5949,0.26,0.09
4.5um,NGC5950,NGC5950,0.32,0.05
4.5um,NGC5951,NGC5951,0.94,0.0
4.5um,NGC5953,NGC5953,0.34,0.12
4.5um,NGC5954,NGC5954,0.45,0.1
4.5um,NGC5956,NGC5956,0.12,0.03
4.5um,NGC5957,NGC5957,0.33,0.06
4.5um,NGC5958,NGC5958,0.27,0.08
4.5um,NGC5962,NGC5962,0.43,0.14
4.5um,NGC5963,NGC5963,1.0,0.0
4.5um,NGC5964,NGC5964,0.38,0.02
4.5um,NGC5970,NGC5970,0.88,0.02
4.5um,NGC5981,NGC5981,0.6,0.01
4.5um,NGC5984,NGC5984,0.99,0.0
4.5um,NGC5985,NGC5985,0.72,0.01
4.5um,NGC0600,NGC600,0.37,0.02
4.5um,NGC6010,NGC6010,0.26,0.1
4.5um,NGC6012,NGC6012,0.22,0.11
4.5um,NGC6014,NGC6014,0.31,0.04
4.5um,NGC6015,NGC6015,0.95,0.0
4.5um,NGC6063,NGC6063,0.24,0.08
4.5um,NGC6070,NGC6070,0.39,0.01
4.5um,NGC6106,NGC6106,0.24,0.01
